id;Severity;age_classes;day_week;hour;impact1_classes;make;man_coll;month;speed_classes;rest_use;reljct2
5564;1;6;1;14;1;7.0;2;8;4;2.0;8
5565;1;9;1;14;13;7.0;2;8;4;2.0;8
5568;0;3;3;10;13;8.0;2;8;5;2.0;12
5569;0;3;6;20;13;8.0;3;8;5;2.0;1
5581;0;6;7;10;21;7.0;5;6;5;1.0;1
5597;1;9;6;17;13;7.0;4;7;5;1.0;2
5601;1;9;7;9;1;4.0;1;8;4;2.0;1
5606;1;9;2;14;13;7.0;1;7;3;1.0;1
5608;1;8;3;14;15;7.0;1;8;5;2.0;1
5612;1;9;4;15;13;7.0;4;7;3;2.0;8
5615;1;5;7;24;13;8.0;2;3;7;2.0;1
5626;0;4;5;12;13;2.0;4;9;7;2.0;2
5629;0;6;1;16;13;1.0;3;9;4;2.0;3
5633;0;4;6;10;19;4.0;4;8;3;2.0;3
5635;1;7;1;15;13;4.0;4;8;3;2.0;8
5636;1;3;6;22;1;4.0;1;9;5;2.0;8
5639;1;10;3;14;1;10.0;1;9;2;3.0;1
5645;0;10;1;22;22;7.0;5;9;6;2.0;1
5650;0;10;4;7;21;7.0;4;8;4;2.0;2
5667;1;10;6;12;1;2.0;1;10;4;2.0;1
5671;1;10;4;10;1;8.0;1;9;2;1.0;1
5679;1;5;7;23;1;7.0;1;9;4;1.0;1
5682;1;3;1;12;13;4.0;3;9;4;1.0;1
5684;0;8;1;12;13;7.0;3;9;3;1.0;1
5685;1;8;1;12;21;7.0;3;9;3;1.0;1
5687;0;10;1;12;18;7.0;3;9;3;1.0;1
5688;0;8;1;12;18;1.0;3;9;4;1.0;1
5689;1;5;1;13;13;4.0;2;9;4;1.0;3
5692;0;4;3;8;13;2.0;4;9;4;1.0;8
5696;0;10;6;14;13;2.0;3;9;3;2.0;1
5697;0;7;7;14;13;2.0;3;10;6;1.0;3
5698;1;10;7;18;13;7.0;1;10;3;1.0;1
5699;0;7;7;22;13;7.0;4;10;3;1.0;2
5703;0;8;7;11;8;7.0;1;10;4;1.0;1
5705;0;10;7;11;15;7.0;1;10;4;1.0;1
5707;0;10;7;11;13;7.0;1;10;4;1.0;1
5711;0;4;5;22;13;10.0;1;10;5;2.0;1
5712;1;7;6;11;1;8.0;1;9;4;2.0;1
5715;0;12;3;7;1;8.0;1;8;4;2.0;1
5716;1;5;7;11;1;10.0;1;10;5;2.0;8
5719;0;10;6;5;13;10.0;2;10;4;1.0;1
5721;0;11;7;16;1;7.0;1;10;5;2.0;1
5722;0;8;4;20;13;7.0;4;4;4;1.0;2
5728;0;6;1;16;13;1.0;6;10;4;1.0;1
5731;0;8;1;16;13;10.0;4;10;3;2.0;1
5738;0;7;6;6;18;7.0;4;11;5;2.0;1
5739;1;3;6;19;13;10.0;2;12;5;2.0;1
5745;1;9;3;14;13;7.0;3;11;3;1.0;1
5747;1;8;1;15;13;2.0;2;10;4;1.0;1
5752;1;10;3;7;13;7.0;1;11;5;1.0;1
5753;1;6;3;15;1;4.0;1;11;3;1.0;8
5754;0;3;5;24;13;4.0;2;11;5;1.0;1
5756;0;4;5;9;1;2.0;1;11;5;1.0;1
5761;1;8;7;15;13;7.0;4;10;4;2.0;8
5764;1;7;6;16;1;2.0;1;12;4;1.0;1
5765;0;4;7;2;1;4.0;1;12;6;1.0;1
5775;1;4;4;22;13;4.0;3;12;4;1.0;2
5776;0;5;6;10;13;2.0;2;12;6;1.0;1
5793;1;7;5;21;21;4.0;4;2;6;2.0;1
5795;0;7;3;11;13;10.0;1;5;3;2.0;1
5806;1;7;5;12;12;1.0;5;5;3;1.0;2
5807;1;7;5;12;2;2.0;5;5;4;1.0;2
5812;1;3;2;10;13;2.0;1;10;4;2.0;1
5817;0;2;6;2;1;10.0;1;1;6;3.0;1
5822;1;7;3;7;1;7.0;1;3;4;3.0;2
5825;0;8;1;24;1;2.0;1;4;4;3.0;3
5826;1;4;6;23;13;2.0;4;4;5;1.0;8
5827;0;8;2;24;2;2.0;1;4;5;3.0;1
5828;0;6;6;20;13;2.0;4;4;7;1.0;2
5829;1;7;7;22;15;7.0;1;4;3;3.0;1
5831;0;5;1;18;1;10.0;1;5;6;3.0;5
5833;0;8;2;17;13;2.0;2;5;3;3.0;3
5835;1;4;1;9;13;10.0;1;5;6;3.0;1
5840;1;9;5;14;1;7.0;1;6;4;3.0;1
5841;0;6;7;15;1;4.0;1;6;5;1.0;1
5842;0;12;2;11;13;2.0;1;6;4;1.0;1
5843;1;8;4;15;13;10.0;1;6;4;1.0;1
5845;1;12;7;17;1;10.0;1;6;5;1.0;1
5847;0;7;4;22;21;2.0;4;6;3;3.0;2
5848;0;4;2;1;13;2.0;2;6;5;3.0;1
5850;1;8;7;10;1;8.0;1;6;5;3.0;1
5852;0;9;6;16;21;10.0;4;7;2;1.0;2
5853;1;9;6;19;1;7.0;1;7;4;3.0;1
5854;0;8;1;22;1;7.0;1;7;3;3.0;1
5855;1;4;6;20;13;2.0;4;7;3;1.0;2
5858;0;8;7;20;1;7.0;1;7;5;3.0;1
5859;0;9;4;14;15;6.0;1;7;5;1.0;1
5860;0;10;1;14;1;7.0;1;7;5;3.0;1
5861;1;10;1;13;1;7.0;1;7;4;3.0;1
5862;0;3;1;20;13;10.0;1;7;6;1.0;1
5864;0;4;2;19;21;8.0;4;7;3;3.0;2
5865;1;8;1;12;1;8.0;1;7;5;3.0;1
5868;1;8;6;15;2;7.0;4;8;3;3.0;2
5869;0;8;1;13;15;7.0;1;8;5;3.0;1
5870;1;9;2;16;12;7.0;1;8;3;3.0;1
5872;0;8;5;16;10;2.0;3;8;4;1.0;1
5875;0;7;7;9;1;7.0;1;8;4;3.0;1
5878;0;7;1;13;1;7.0;1;8;5;3.0;1
5879;1;9;4;11;1;7.0;1;8;3;3.0;1
5880;1;11;7;12;1;7.0;1;8;4;3.0;8
5882;0;9;2;16;1;7.0;1;8;4;3.0;8
5883;0;4;7;19;10;7.0;4;8;5;3.0;1
5884;1;5;7;19;13;7.0;4;8;5;3.0;1
5885;0;8;3;11;1;2.0;1;8;4;1.0;1
5888;1;9;1;6;13;4.0;1;8;5;1.0;1
5889;0;10;4;11;1;10.0;1;8;3;1.0;2
5890;1;4;6;19;13;2.0;4;9;4;3.0;2
5891;0;9;5;16;1;4.0;1;9;5;3.0;1
5893;1;10;7;12;13;7.0;3;9;4;1.0;1
5895;1;10;7;11;13;7.0;4;9;4;3.0;1
5898;1;4;6;21;22;10.0;4;9;3;3.0;2
5899;1;9;7;15;1;7.0;1;10;4;1.0;2
5900;1;4;5;21;13;8.0;3;10;4;1.0;2
5902;0;7;1;20;13;7.0;3;11;4;3.0;1
5903;1;8;1;18;13;7.0;2;12;4;3.0;1
5931;0;7;3;7;13;7.0;4;10;3;3.0;2
5946;0;7;4;20;13;7.0;3;3;4;3.0;1
5953;0;6;2;22;13;8.0;1;6;4;3.0;2
5958;1;7;4;21;7;2.0;2;6;5;3.0;1
5959;1;8;4;21;13;4.0;2;6;5;3.0;1
5960;0;6;3;21;13;8.0;4;7;6;1.0;2
5961;0;3;2;14;13;4.0;4;8;6;3.0;2
5963;1;6;2;24;13;7.0;2;9;6;2.0;1
5967;1;4;3;7;13;4.0;2;5;4;1.0;1
5969;0;6;3;22;13;7.0;4;1;6;3.0;1
5971;0;5;4;6;13;2.0;4;1;4;1.0;2
5976;1;4;7;21;1;2.0;1;1;4;3.0;2
5977;1;6;7;19;13;2.0;3;1;5;3.0;2
5978;1;8;2;19;12;4.0;4;1;4;1.0;2
5981;0;2;7;11;13;4.0;4;2;6;1.0;2
5983;1;5;3;8;13;10.0;2;2;5;1.0;1
5984;1;2;1;15;12;8.0;4;2;3;3.0;2
5985;0;6;3;1;13;7.0;3;2;4;3.0;1
5986;1;4;3;24;13;4.0;4;1;3;1.0;2
5987;1;12;1;12;12;8.0;4;1;4;2.0;2
5988;0;6;5;17;2;8.0;1;1;4;3.0;1
5990;0;5;4;20;1;2.0;1;2;4;1.0;5
5991;0;6;4;20;13;4.0;1;2;5;1.0;5
5993;0;4;4;20;13;10.0;1;2;4;1.0;5
5994;1;7;4;6;1;7.0;1;2;4;3.0;2
5995;0;4;6;18;13;3.0;2;2;4;3.0;8
5996;0;11;6;19;13;7.0;1;2;4;3.0;1
5998;0;2;3;17;13;10.0;4;2;5;1.0;2
5999;0;10;4;15;1;7.0;1;2;4;3.0;1
6000;1;10;4;15;1;7.0;1;2;4;3.0;1
6002;0;8;7;11;7;7.0;2;3;2;3.0;3
6003;1;9;7;11;13;7.0;2;3;4;3.0;3
6004;0;10;1;9;13;2.0;4;1;4;1.0;1
6008;0;7;6;2;7;7.0;2;1;5;3.0;1
6009;1;3;4;17;13;2.0;3;1;4;3.0;2
6010;0;3;6;6;1;4.0;1;2;6;3.0;1
6011;1;9;1;15;7;1.0;2;2;2;1.0;3
6012;1;8;1;15;7;7.0;2;2;2;1.0;3
6013;1;9;7;19;1;7.0;1;2;4;3.0;1
6016;1;5;7;13;1;7.0;1;2;5;1.0;1
6017;0;7;7;2;1;3.0;1;2;3;3.0;1
6018;1;5;3;14;13;7.0;4;3;4;3.0;5
6020;1;6;6;24;1;11.0;1;3;5;3.0;1
6021;0;11;5;19;13;7.0;4;3;4;3.0;2
6022;0;1;3;15;1;2.0;1;3;3;3.0;1
6024;1;7;6;17;13;2.0;4;4;5;3.0;2
6026;0;4;4;23;7;10.0;2;1;5;3.0;1
6027;1;9;4;15;1;2.0;1;2;5;1.0;1
6029;1;7;7;22;1;7.0;1;3;4;3.0;2
6032;1;7;7;19;13;7.0;2;3;4;3.0;1
6033;1;7;7;19;1;7.0;2;3;4;3.0;1
6034;1;10;6;12;13;7.0;4;3;3;1.0;2
6035;0;9;4;20;13;7.0;2;3;4;3.0;3
6037;1;8;1;12;12;7.0;4;3;4;1.0;1
6038;0;5;1;3;13;10.0;1;3;3;3.0;1
6039;1;9;6;19;13;7.0;4;4;4;3.0;2
6040;0;3;1;14;13;10.0;3;4;4;1.0;1
6041;0;8;1;16;13;8.0;4;4;4;1.0;2
6044;1;11;6;17;13;10.0;4;3;3;1.0;1
6046;1;8;1;21;12;7.0;4;4;6;3.0;2
6047;1;10;6;11;13;7.0;4;3;3;3.0;2
6050;0;12;2;15;13;4.0;4;4;5;1.0;4
6051;0;4;3;21;13;2.0;4;4;4;1.0;2
6052;1;5;6;23;13;10.0;2;4;4;3.0;1
6054;0;7;6;23;7;4.0;2;4;3;3.0;1
6059;1;6;4;14;1;2.0;1;1;4;3.0;8
6060;1;6;7;13;1;7.0;1;1;4;2.0;2
6061;0;8;1;22;13;7.0;4;1;4;3.0;8
6063;1;9;4;16;13;7.0;4;1;4;3.0;2
6065;0;7;6;15;13;10.0;4;1;4;1.0;4
6068;1;8;6;15;1;7.0;1;1;4;1.0;2
6070;0;5;3;20;13;2.0;4;2;4;3.0;2
6074;1;9;6;18;21;7.0;4;3;4;3.0;2
6076;0;7;7;3;13;7.0;3;4;4;3.0;1
6077;0;6;6;6;13;8.0;4;4;4;1.0;2
6078;1;10;3;21;13;10.0;4;4;5;3.0;2
6080;0;6;1;9;13;1.0;2;4;6;1.0;1
6082;1;9;1;9;13;7.0;4;1;4;3.0;2
6083;1;9;7;24;13;7.0;2;1;4;3.0;2
6085;0;5;2;17;13;8.0;4;2;6;1.0;2
6087;0;8;6;12;7;4.0;2;3;2;3.0;1
6089;0;5;1;4;13;7.0;1;5;4;3.0;1
6090;1;6;4;22;13;4.0;2;5;5;1.0;1
6095;0;3;1;7;13;8.0;4;4;4;1.0;8
6098;0;8;5;18;13;7.0;4;4;3;3.0;2
6099;1;7;1;20;13;7.0;3;4;4;3.0;2
6101;1;4;2;15;13;2.0;4;4;4;1.0;2
6102;0;3;5;23;13;10.0;2;4;6;1.0;1
6103;1;7;7;6;1;10.0;1;4;4;1.0;5
6105;0;4;6;23;4;10.0;1;5;7;1.0;1
6107;1;4;5;9;13;8.0;4;2;4;3.0;2
6108;0;6;1;23;13;7.0;4;4;4;3.0;2
6110;0;7;6;21;13;7.0;4;4;4;3.0;2
6111;0;7;3;23;7;7.0;2;3;4;3.0;1
6112;1;6;3;23;1;7.0;2;3;4;3.0;1
6113;0;11;3;23;13;7.0;2;3;4;3.0;1
6115;1;9;7;14;4;7.0;4;4;4;3.0;2
6120;1;8;7;20;13;7.0;2;2;4;3.0;3
6121;1;8;6;14;13;7.0;4;2;4;3.0;2
6122;1;7;2;16;13;4.0;4;3;3;3.0;2
6123;1;3;4;6;1;8.0;1;3;6;1.0;1
6125;0;12;4;13;8;7.0;4;3;2;3.0;1
6127;0;9;4;13;13;7.0;4;3;4;3.0;1
6129;1;5;5;2;2;7.0;4;3;4;1.0;1
6131;1;10;1;20;1;7.0;1;3;4;3.0;1
6133;1;10;3;12;13;10.0;4;4;4;3.0;2
6134;0;9;6;15;13;7.0;3;4;4;3.0;2
6135;0;4;1;2;7;7.0;2;5;2;3.0;2
6137;0;11;3;9;10;4.0;4;5;2;1.0;2
6139;1;4;5;11;13;8.0;4;5;4;3.0;2
6141;1;8;1;15;13;7.0;4;5;4;3.0;2
6144;1;7;4;19;5;2.0;1;5;4;3.0;5
6145;1;10;5;13;13;7.0;2;5;5;1.0;1
6146;1;4;6;16;13;4.0;4;1;4;1.0;2
6149;1;4;1;4;13;4.0;2;6;8;1.0;1
6150;1;3;1;22;13;4.0;2;6;6;1.0;2
6151;1;3;3;20;13;4.0;2;5;5;1.0;1
6153;1;4;4;20;13;2.0;1;5;4;3.0;1
6154;1;7;7;18;1;2.0;1;2;4;3.0;1
6157;0;9;6;22;13;7.0;4;2;5;3.0;2
6159;1;6;1;1;1;2.0;1;2;5;3.0;2
6163;0;6;2;19;13;10.0;4;5;5;1.0;8
6164;1;9;1;15;4;1.0;4;5;3;1.0;2
6166;1;8;2;18;1;7.0;1;5;3;3.0;1
6167;1;6;4;16;13;7.0;4;6;4;3.0;2
6170;1;10;6;21;13;7.0;4;6;4;3.0;2
6172;1;4;1;19;1;2.0;2;6;5;1.0;1
6174;0;3;1;6;1;8.0;1;6;4;3.0;1
6175;1;9;2;19;7;7.0;2;6;4;3.0;1
6176;1;12;3;12;4;4.0;4;6;2;3.0;2
6180;0;8;7;24;13;7.0;1;6;4;3.0;1
6184;0;4;2;21;13;4.0;4;4;7;1.0;2
6185;0;3;7;16;13;10.0;4;4;3;3.0;2
6187;0;7;2;24;13;7.0;3;6;4;3.0;1
6189;0;11;6;16;13;7.0;4;6;4;3.0;2
6193;0;4;3;7;1;10.0;1;6;3;1.0;8
6195;1;9;1;10;13;6.0;2;6;5;1.0;1
6196;1;4;4;20;13;10.0;4;6;4;1.0;2
6197;0;9;5;21;13;7.0;4;6;4;3.0;2
6198;1;13;1;19;13;4.0;1;3;4;1.0;2
6199;1;4;5;2;13;4.0;2;4;7;3.0;1
6200;1;4;4;11;13;10.0;4;4;4;1.0;2
6201;0;5;4;7;13;4.0;4;6;3;1.0;2
6203;1;7;5;19;5;2.0;4;6;4;3.0;1
6204;0;4;1;3;13;10.0;1;6;5;1.0;1
6206;0;8;5;9;13;7.0;2;3;4;3.0;4
6209;0;10;1;24;13;2.0;3;4;3;3.0;3
6210;0;7;4;20;13;8.0;4;6;5;1.0;2
6211;1;6;1;20;1;2.0;1;6;5;3.0;1
6213;1;4;4;22;13;8.0;1;5;5;1.0;1
6216;0;2;3;3;13;2.0;4;7;4;3.0;2
6217;1;7;4;10;22;7.0;5;5;3;3.0;2
6218;0;7;1;22;7;7.0;2;7;2;3.0;3
6221;0;7;1;24;13;8.0;4;6;3;3.0;2
6222;0;4;2;21;13;8.0;4;7;4;1.0;2
6224;0;2;1;3;13;2.0;4;7;6;1.0;2
6226;1;7;5;23;13;7.0;1;5;4;3.0;1
6227;1;5;6;16;13;4.0;1;5;5;1.0;2
6228;0;7;4;17;13;4.0;2;6;4;3.0;1
6229;0;7;1;7;1;2.0;1;7;4;1.0;1
6230;0;4;1;23;13;2.0;4;7;4;1.0;2
6233;0;7;7;16;3;4.0;4;7;4;1.0;2
6235;0;10;1;15;13;7.0;4;7;4;1.0;2
6236;1;8;5;15;13;7.0;3;5;4;3.0;2
6237;1;6;5;21;1;2.0;1;7;4;3.0;1
6238;1;3;2;14;13;2.0;2;7;5;3.0;1
6239;1;3;1;1;13;10.0;2;7;4;1.0;3
6241;0;4;1;13;1;2.0;1;7;3;3.0;8
6242;1;4;5;10;13;4.0;1;7;5;1.0;2
6247;1;7;5;17;11;10.0;4;6;2;3.0;8
6248;0;8;1;22;1;7.0;1;7;4;3.0;1
6251;0;9;2;11;7;7.0;2;7;2;3.0;1
6254;0;5;3;6;13;4.0;4;8;5;2.0;2
6255;1;4;2;8;13;10.0;4;8;4;1.0;2
6257;1;8;1;15;13;2.0;2;8;4;3.0;1
6258;1;11;7;7;3;10.0;1;4;4;1.0;2
6260;1;8;5;14;13;7.0;2;7;4;3.0;1
6261;1;10;6;10;13;7.0;2;2;3;3.0;1
6262;1;4;6;16;13;4.0;4;5;3;3.0;8
6263;0;4;6;23;21;4.0;1;7;5;3.0;5
6266;1;7;1;16;13;7.0;2;8;5;3.0;1
6271;1;8;1;12;13;7.0;4;7;4;3.0;2
6273;0;7;7;11;13;2.0;4;7;4;1.0;1
6274;0;3;6;10;13;10.0;1;8;4;1.0;1
6275;1;8;5;8;7;10.0;2;8;2;1.0;2
6277;0;11;3;8;13;8.0;2;8;5;3.0;12
6278;1;5;6;20;1;7.0;1;8;5;1.0;1
6279;1;3;1;13;13;8.0;4;8;4;1.0;2
6280;1;8;5;12;13;10.0;4;8;4;3.0;8
6281;1;8;6;20;1;7.0;1;8;5;1.0;1
6282;0;5;2;20;13;4.0;4;9;5;1.0;3
6285;0;4;3;4;13;8.0;2;8;6;1.0;1
6288;1;4;6;17;13;10.0;4;5;4;3.0;2
6289;0;2;5;24;13;4.0;4;8;3;1.0;2
6294;1;9;7;10;7;7.0;2;9;3;1.0;1
6297;0;10;4;9;2;7.0;4;9;4;3.0;2
6300;1;6;5;21;1;2.0;1;9;5;3.0;1
6301;1;9;6;15;13;7.0;1;9;5;3.0;1
6302;1;5;7;20;11;7.0;1;9;3;3.0;2
6303;1;8;1;13;13;7.0;3;9;2;2.0;1
6304;0;5;7;17;13;8.0;2;7;7;1.0;1
6306;0;3;7;24;13;10.0;4;9;4;1.0;1
6309;0;3;7;24;13;4.0;4;9;5;1.0;2
6311;1;3;4;23;13;10.0;2;9;6;1.0;1
6313;1;8;6;20;13;7.0;4;9;4;3.0;2
6315;1;5;4;14;10;4.0;5;9;5;3.0;1
6316;1;5;4;14;4;2.0;5;9;5;3.0;1
6317;0;4;5;24;13;2.0;4;9;6;3.0;2
6319;1;8;1;9;11;2.0;4;7;3;3.0;2
6320;1;7;1;16;2;10.0;4;9;4;1.0;2
6322;1;9;1;9;11;4.0;4;9;4;3.0;2
6323;0;6;3;7;13;2.0;1;9;4;1.0;1
6325;1;4;7;20;13;4.0;4;7;3;1.0;2
6326;0;6;3;20;1;7.0;1;9;4;1.0;1
6329;1;9;3;11;1;10.0;1;10;5;1.0;1
6331;0;3;1;4;13;4.0;2;10;6;3.0;1
6334;0;11;2;8;13;2.0;4;9;4;1.0;2
6335;0;10;3;18;13;10.0;4;10;4;3.0;2
6339;1;3;7;2;13;7.0;4;4;5;3.0;2
6341;1;3;3;17;10;7.0;4;10;2;1.0;8
6343;0;8;6;16;13;4.0;3;9;3;3.0;1
6350;1;5;7;2;13;2.0;1;7;4;3.0;1
6353;0;2;2;22;13;8.0;4;10;7;1.0;2
6354;1;9;2;14;13;7.0;4;10;4;3.0;2
6357;1;5;1;24;13;10.0;4;10;4;1.0;2
6361;0;2;1;24;4;2.0;1;10;3;1.0;3
6363;1;10;1;17;13;7.0;4;10;4;1.0;2
6364;1;5;3;7;13;4.0;4;10;4;1.0;2
6365;1;5;6;24;13;7.0;4;10;3;1.0;8
6366;1;3;7;2;13;2.0;1;3;5;1.0;1
6367;0;8;1;19;13;7.0;4;10;2;3.0;2
6369;0;5;1;20;13;8.0;4;10;5;1.0;2
6370;1;5;3;21;13;10.0;2;10;5;1.0;1
6373;0;3;1;4;13;4.0;1;9;6;3.0;1
6374;1;6;7;18;13;7.0;4;10;4;1.0;2
6375;1;10;4;16;22;8.0;6;10;4;3.0;8
6376;0;6;6;24;13;4.0;1;11;6;3.0;1
6378;1;8;6;22;1;3.0;1;10;3;1.0;1
6380;1;9;7;13;13;7.0;4;11;4;1.0;2
6381;1;8;7;24;4;2.0;4;11;3;3.0;2
6383;1;9;6;19;13;7.0;4;10;4;1.0;2
6385;1;8;6;14;13;3.0;4;10;3;3.0;2
6388;1;3;2;17;23;8.0;4;11;4;2.0;8
6390;1;7;1;16;1;7.0;1;8;4;3.0;3
6391;0;7;6;22;13;10.0;3;12;4;1.0;1
6393;1;7;7;18;21;7.0;5;11;3;1.0;1
6396;1;5;5;20;13;2.0;4;8;3;3.0;2
6397;0;8;5;20;1;7.0;1;11;4;1.0;1
6398;0;6;7;3;1;4.0;1;11;6;1.0;5
6399;0;8;1;17;13;7.0;4;11;2;3.0;2
6401;1;8;2;14;13;2.0;3;11;3;1.0;2
6402;0;12;7;12;13;7.0;4;11;4;3.0;2
6404;1;10;5;15;13;7.0;2;11;4;1.0;2
6405;1;3;1;21;13;2.0;4;11;7;1.0;2
6406;1;6;4;21;13;4.0;4;4;4;1.0;2
6407;0;3;3;14;13;8.0;4;7;7;1.0;2
6416;0;11;1;15;13;7.0;4;11;4;1.0;1
6421;0;3;4;16;1;4.0;1;11;4;3.0;2
6425;1;8;7;17;13;10.0;2;10;5;3.0;1
6426;0;4;7;18;13;8.0;4;11;4;1.0;2
6428;0;5;4;5;13;7.0;1;12;5;3.0;1
6429;1;3;4;20;13;8.0;4;8;5;1.0;2
6430;0;3;6;19;13;8.0;4;10;3;1.0;2
6431;0;6;1;24;7;4.0;2;12;2;1.0;2
6432;1;5;4;18;13;8.0;2;12;6;3.0;1
6434;1;7;7;1;13;7.0;1;12;4;3.0;3
6436;1;9;5;24;13;7.0;4;11;4;3.0;5
6437;1;6;7;23;13;4.0;4;12;5;1.0;2
6438;1;13;2;14;13;7.0;4;12;2;1.0;8
6439;0;4;3;23;13;2.0;2;12;5;1.0;3
6440;1;4;3;23;7;4.0;2;12;4;1.0;3
6441;1;7;4;16;7;10.0;7;12;3;1.0;2
6443;1;8;2;13;13;1.0;4;12;4;1.0;2
6445;0;4;6;3;13;10.0;2;12;5;1.0;1
6447;1;10;6;15;13;10.0;3;12;3;1.0;2
6448;1;7;6;19;1;7.0;1;12;4;3.0;1
6450;0;6;4;17;13;4.0;4;10;5;3.0;2
6452;1;5;6;23;13;7.0;2;12;3;3.0;1
6453;1;4;6;23;7;7.0;2;12;2;1.0;1
6456;0;10;1;14;13;7.0;1;11;4;3.0;1
6457;1;6;7;12;13;2.0;2;12;7;1.0;1
6459;1;8;1;19;13;2.0;2;12;4;3.0;3
6460;1;3;5;11;13;2.0;4;12;4;1.0;2
6463;0;4;6;2;13;2.0;1;11;4;3.0;1
6465;1;5;5;21;13;4.0;4;11;5;1.0;2
6466;1;8;1;16;10;7.0;4;8;3;3.0;2
6470;0;6;1;20;13;7.0;2;10;5;3.0;1
6471;1;4;1;20;10;4.0;2;10;5;1.0;1
6472;1;7;7;17;13;7.0;4;12;4;3.0;2
6473;1;6;7;17;13;7.0;4;12;4;3.0;2
6476;1;4;7;12;13;4.0;4;10;4;3.0;8
6477;1;7;4;6;13;2.0;3;12;4;3.0;2
6526;0;5;1;22;7;8.0;2;5;2;1.0;12
6530;1;3;2;21;7;10.0;2;5;2;1.0;1
6546;1;10;4;14;13;2.0;1;7;4;1.0;1
6567;1;3;1;1;13;2.0;4;8;6;1.0;2
6603;1;9;6;15;7;8.0;2;11;2;1.0;8
6637;0;7;5;21;13;7.0;4;3;4;3.0;5
6653;1;4;1;14;7;4.0;2;10;3;2.0;1
6660;0;3;7;1;1;7.0;1;5;4;3.0;2
6675;1;6;1;16;13;7.0;2;11;5;3.0;1
6684;0;10;2;16;13;7.0;4;3;4;3.0;2
6706;1;10;7;9;1;2.0;1;5;4;3.0;1
6707;0;6;7;16;13;2.0;4;5;3;3.0;2
6718;1;9;2;23;13;7.0;1;6;6;3.0;1
6723;1;3;5;12;13;10.0;4;6;6;3.0;2
6726;0;8;7;22;10;7.0;4;7;3;3.0;2
6729;1;5;1;18;13;8.0;4;6;4;3.0;2
6731;1;4;1;3;13;4.0;1;7;7;3.0;1
6737;1;10;6;14;13;7.0;4;7;4;3.0;8
6738;1;8;3;16;13;7.0;4;7;4;2.0;8
6740;1;4;7;12;13;2.0;4;7;3;2.0;2
6742;1;10;1;15;13;2.0;3;7;4;1.0;1
6749;0;5;5;1;7;7.0;2;7;4;3.0;1
6750;0;3;5;1;13;2.0;2;7;2;3.0;1
6752;0;4;1;19;10;4.0;4;7;7;2.0;8
6754;0;6;1;1;7;7.0;2;8;2;3.0;3
6758;1;7;7;14;1;7.0;1;8;4;3.0;1
6764;1;8;6;16;13;10.0;4;6;4;1.0;2
6765;1;4;3;16;13;2.0;4;6;3;2.0;2
6768;1;10;5;11;13;8.0;4;9;4;3.0;2
6774;0;7;2;11;13;2.0;3;9;4;3.0;2
6780;1;7;1;20;13;8.0;3;7;3;3.0;2
6782;1;6;7;19;13;7.0;4;7;3;3.0;2
6788;1;4;7;23;13;7.0;4;8;4;3.0;2
6796;1;5;7;14;13;2.0;3;7;4;3.0;1
6816;1;10;2;11;13;2.0;4;8;3;1.0;2
6821;1;4;3;21;13;4.0;4;9;4;3.0;2
6840;0;7;7;20;13;2.0;4;10;4;3.0;2
6843;0;8;4;23;18;4.0;5;8;6;3.0;1
6846;1;7;1;14;1;11.0;1;12;3;1.0;1
7007;1;9;4;15;2;7.0;4;2;3;3.0;2
7009;1;4;2;18;1;8.0;1;5;6;3.0;1
7016;0;8;4;19;13;2.0;4;6;3;3.0;2
7020;1;3;3;15;13;4.0;4;7;6;3.0;2
7022;0;3;7;22;1;2.0;1;7;5;3.0;1
7025;0;7;6;15;13;8.0;4;8;2;3.0;4
7030;1;3;5;23;13;10.0;1;9;7;3.0;1
7032;1;9;7;11;13;7.0;2;9;4;3.0;8
7046;0;8;2;15;13;7.0;1;2;7;3.0;1
7047;0;9;6;14;13;10.0;1;3;4;1.0;1
7049;0;6;7;16;13;7.0;1;4;5;3.0;1
7055;1;9;1;8;13;7.0;3;5;5;3.0;2
7059;1;7;2;18;13;10.0;1;5;3;3.0;1
7060;1;12;7;18;1;2.0;1;5;2;1.0;5
7074;1;8;3;14;13;2.0;1;7;4;3.0;1
7080;1;10;7;18;13;7.0;1;7;4;3.0;1
7086;0;7;7;2;21;4.0;1;7;3;3.0;1
7097;0;5;4;11;13;4.0;4;8;3;3.0;2
7099;1;6;6;19;13;2.0;2;7;4;3.0;3
7100;0;8;6;23;1;7.0;1;9;4;3.0;1
7112;1;5;3;14;13;7.0;1;10;5;1.0;1
7118;1;3;3;19;13;4.0;4;10;4;1.0;2
7121;1;5;5;5;13;4.0;4;1;5;1.0;2
7125;1;3;5;6;15;4.0;1;3;5;1.0;1
7130;0;4;3;19;13;2.0;4;4;4;3.0;2
7131;1;7;4;8;13;7.0;1;4;4;1.0;1
7135;0;3;1;10;13;8.0;3;4;4;1.0;1
7136;0;8;7;17;13;8.0;3;4;4;1.0;1
7137;0;4;7;17;13;8.0;3;4;4;1.0;1
7139;0;6;7;10;12;7.0;4;4;4;2.0;2
7145;1;7;1;20;13;7.0;4;5;4;2.0;8
7146;0;8;7;21;1;2.0;1;5;4;1.0;1
7147;1;8;7;21;1;7.0;1;5;4;1.0;1
7148;0;4;6;7;13;8.0;4;5;4;1.0;2
7149;0;7;2;12;7;7.0;7;5;4;1.0;2
