id;SEVERITY_classes;age_classes;day_week;DEFORMED_classes;m_harm_classes;hour;impact1_classes;lgt_cond;make;man_coll;month;p_crash1;pcrash4;pcrash5;rel_road;reljct1;reljct2;rest_use;sex;speedrel_classes;typ_int;valign;ve_total;vnum_lan;vsurcond;vtrafway;weather_classes
10659;1;3;4;4;1;19;13;3;8.0;4;8;1;3;2;1;0;2;2.0;1.0;0;2;2;2;4;2;5;1
27818;0;8;1;2;5;12;1;1;7.0;1;5;1;3;2;1;0;1;1.0;1.0;0;1;2;1;5;2;2;1
3424;1;5;7;4;1;13;13;1;7.0;4;10;8;2;2;1;0;1;3.0;2.0;0;1;3;2;3;2;2;1
4987;0;7;1;4;1;14;13;1;7.0;4;10;1;2;2;1;0;2;2.0;1.0;0;3;2;2;3;2;2;1
11529;1;5;1;4;3;24;13;3;7.0;1;5;1;2;3;3;0;3;2.0;1.0;0;3;2;1;3;2;4;1
22010;1;3;6;4;3;22;13;2;8.0;1;8;6;2;3;4;0;1;1.0;1.0;0;1;2;1;6;2;2;1
6390;1;7;1;4;5;16;1;1;7.0;1;8;1;2;2;1;0;3;3.0;2.0;0;2;2;1;3;2;3;1
28402;0;6;7;3;1;17;4;1;7.0;5;3;1;2;2;1;0;1;3.0;2.0;0;1;2;3;3;2;3;1
10569;0;3;5;4;1;2;13;3;2.0;1;7;1;2;3;3;0;1;3.0;1.0;1;1;2;1;3;2;3;1
20898;0;3;3;4;1;15;12;1;8.0;5;7;1;2;2;1;0;1;1.0;1.0;0;1;2;2;5;2;2;1
11746;1;8;3;4;1;16;13;1;7.0;4;7;8;2;2;1;0;8;2.0;1.0;0;1;2;2;5;2;2;1
13381;0;8;4;4;1;18;13;1;2.0;1;7;8;2;2;5;0;1;3.0;1.0;0;1;5;2;3;2;2;1
1282;1;8;6;4;1;20;7;3;10.0;2;8;1;2;2;1;0;2;3.0;1.0;0;2;2;2;4;2;3;1
23096;1;4;5;4;1;15;13;1;2.0;4;9;1;2;2;1;0;2;2.0;1.0;0;3;2;2;3;2;3;1
33694;0;6;5;4;1;15;22;1;4.0;5;1;1;2;2;1;0;1;1.0;1.0;0;1;2;2;5;2;4;1
6024;1;7;6;4;1;17;13;1;2.0;4;4;1;2;2;1;1;2;3.0;1.0;0;2;2;2;3;2;4;1
18772;0;5;6;4;1;17;13;1;7.0;3;7;1;2;2;1;0;1;1.0;1.0;0;1;2;2;3;2;2;1
15217;1;5;6;4;1;23;13;2;2.0;4;7;7;2;2;1;0;2;3.0;1.0;1;3;2;2;3;2;2;1
22643;0;7;1;4;1;16;13;1;10.0;2;10;1;2;2;1;0;3;3.0;1.0;0;3;2;2;7;2;2;1
19990;0;8;3;3;1;11;13;1;7.0;2;8;2;3;2;1;0;1;3.0;1.0;0;1;2;2;3;2;3;1
13167;1;7;3;4;5;1;13;3;7.0;1;6;8;2;3;4;0;2;1.0;1.0;0;4;2;1;3;2;2;1
11719;1;5;7;4;5;1;1;3;10.0;2;6;1;3;2;1;0;1;3.0;1.0;1;1;2;5;5;2;2;1
13501;1;4;5;4;1;18;1;1;8.0;1;5;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;3;2;1
9926;1;8;2;3;1;13;13;1;7.0;1;6;8;3;2;1;0;1;3.0;1.0;0;1;4;1;3;2;2;1
28862;1;4;4;4;1;5;13;3;4.0;4;11;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;4;1
18746;0;5;4;4;1;6;13;1;10.0;4;7;7;2;2;1;0;2;1.0;1.0;1;2;2;3;4;2;2;1
15143;1;3;5;4;1;14;13;1;8.0;4;1;1;2;2;1;0;2;1.0;1.0;0;2;2;2;5;2;5;1
12709;0;8;7;4;1;24;13;2;7.0;4;9;1;2;2;1;0;1;1.0;1.0;0;1;2;3;3;2;2;1
965;0;4;6;4;1;1;13;3;8.0;2;1;1;2;2;1;0;1;1.0;1.0;1;1;2;3;5;2;4;1
25410;1;10;4;4;1;11;18;1;7.0;4;7;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;2;1
31900;0;4;7;3;1;18;11;1;10.0;5;7;8;2;2;1;0;8;3.0;1.0;0;1;1;2;1;1;1;1
9979;1;8;7;4;1;15;13;1;7.0;2;8;2;3;2;1;0;1;3.0;1.0;1;1;2;2;2;2;2;1
20753;0;7;7;2;5;24;1;3;7.0;1;7;8;2;2;1;0;1;2.0;1.0;0;1;5;1;3;2;4;1
2722;1;9;2;3;5;17;13;1;7.0;1;6;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
4241;1;3;6;2;5;24;13;3;7.0;1;4;8;2;3;4;0;1;3.0;1.0;0;1;3;1;3;2;2;1
2451;0;8;7;3;1;19;13;1;7.0;4;4;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;2;1
32737;1;9;6;3;5;13;1;1;2.0;1;3;8;2;2;1;0;8;1.0;1.0;0;1;3;1;5;2;5;1
16717;1;6;3;4;1;15;13;1;4.0;4;5;7;2;2;1;0;7;2.0;1.0;1;1;2;2;5;2;3;1
8045;1;5;1;4;1;23;13;3;8.0;4;8;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
4846;1;9;4;4;1;15;7;1;7.0;2;9;5;2;2;1;0;1;1.0;1.0;0;1;2;3;3;2;2;1
856;1;8;1;4;5;12;1;1;8.0;1;7;6;3;5;1;0;1;3.0;1.0;1;1;2;1;3;2;2;1
30803;0;5;5;4;5;11;1;1;4.0;1;10;1;2;2;1;0;1;1.0;1.0;1;1;2;1;5;2;2;1
9000;1;4;1;4;1;17;13;2;2.0;3;1;1;2;2;1;0;1;1.0;1.0;0;1;2;2;3;2;2;1
11480;1;7;7;4;1;17;13;3;7.0;4;12;1;2;2;1;0;2;3.0;1.0;0;3;2;3;5;2;5;1
27291;1;7;6;4;1;14;13;1;2.0;2;9;1;2;2;1;0;1;3.0;1.0;1;1;2;3;6;2;4;1
27213;0;4;5;4;3;22;13;3;4.0;1;2;6;2;3;8;0;5;2.0;1.0;0;1;2;1;5;2;6;1
8041;1;6;7;4;5;13;1;1;8.0;1;8;8;2;2;1;0;1;1.0;1.0;1;1;3;1;3;2;2;1
9255;0;9;1;4;1;15;3;1;7.0;4;5;7;2;2;1;0;8;1.0;1.0;1;1;2;2;3;2;2;1
24422;1;10;5;2;2;16;13;1;7.0;1;9;1;2;2;1;0;1;2.0;1.0;0;1;2;1;3;2;2;1
29102;1;5;1;4;1;4;13;2;7.0;4;11;1;3;2;1;0;2;2.0;1.0;0;3;2;2;3;2;3;3
20796;0;4;5;2;1;21;13;2;8.0;4;9;8;2;2;1;0;2;2.0;1.0;0;3;2;2;4;2;2;1
13350;1;9;7;3;5;18;4;1;10.0;1;7;1;2;3;3;0;1;3.0;1.0;0;1;2;1;3;2;3;1
26544;0;10;3;2;2;7;13;1;2.0;1;9;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;2;4;1
2193;1;4;5;4;1;15;13;1;2.0;4;10;1;2;2;1;0;2;2.0;1.0;0;2;2;2;5;2;5;1
13115;1;7;6;4;1;17;13;5;2.0;4;1;1;2;2;1;0;2;1.0;1.0;1;2;2;2;4;2;3;1
17301;1;2;5;4;4;23;13;2;8.0;1;9;8;2;3;4;0;1;2.0;1.0;0;1;4;1;3;2;2;1
16;0;5;1;4;5;17;12;1;4.0;6;3;8;2;2;1;0;1;1.0;1.0;0;1;3;2;3;2;2;1
36100;0;7;2;3;4;24;13;2;7.0;1;9;8;2;3;4;0;1;3.0;1.0;0;1;4;1;3;2;2;1
12597;0;5;7;4;1;1;13;3;4.0;1;4;8;2;3;2;1;5;1.0;1.0;0;1;3;2;3;2;7;1
18623;1;10;2;4;1;19;13;5;1.0;3;8;1;2;2;1;0;1;1.0;1.0;0;1;2;2;3;2;2;1
19056;0;7;7;4;1;3;13;2;7.0;4;6;8;2;2;1;1;5;1.0;1.0;0;1;4;2;2;2;7;1
2547;0;3;3;4;5;17;1;1;4.0;1;7;1;2;3;6;0;1;1.0;1.0;0;1;2;1;3;2;2;1
1851;0;4;4;4;1;3;13;3;4.0;4;5;1;2;2;1;0;2;2.0;1.0;0;3;2;2;3;2;2;1
7695;1;8;7;4;5;8;1;1;10.0;1;7;7;2;2;1;1;5;1.0;1.0;0;1;3;1;2;2;7;1
5731;0;8;1;4;1;16;13;1;10.0;4;10;8;2;2;1;0;1;2.0;1.0;0;1;4;2;3;2;2;1
11526;0;10;1;4;1;10;13;1;2.0;3;5;8;2;2;1;0;1;1.0;1.0;0;1;4;3;3;2;2;1
18322;1;3;1;4;1;15;13;1;2.0;3;5;8;2;2;1;0;1;1.0;1.0;0;1;3;2;3;2;2;1
16259;0;4;1;4;1;13;1;1;2.0;1;7;1;2;2;1;0;8;3.0;1.0;1;1;2;2;3;2;2;1
16823;0;5;6;4;5;21;13;2;7.0;2;9;1;2;2;1;0;1;3.0;1.0;1;1;2;3;3;2;4;1
12038;1;3;5;4;5;23;13;3;10.0;1;9;8;2;3;4;0;1;3.0;1.0;1;1;4;1;3;2;2;1
16520;1;10;6;4;5;18;1;1;2.0;1;4;1;2;2;1;0;1;3.0;1.0;0;1;2;1;4;2;4;1
15428;1;5;6;4;1;10;13;1;4.0;1;3;7;2;3;4;0;1;2.0;1.0;0;1;2;2;5;2;2;1
10161;0;10;4;4;1;11;13;1;7.0;3;4;8;2;2;1;0;1;1.0;1.0;0;1;4;4;3;2;2;1
29475;0;1;1;2;1;16;13;1;10.0;4;3;1;2;2;1;0;2;2.0;1.0;0;2;2;2;3;2;2;1
14044;1;5;4;4;1;21;13;3;2.0;4;6;1;2;2;1;0;8;1.0;1.0;0;1;2;2;3;2;5;1
2550;0;7;1;4;2;20;13;2;8.0;1;8;1;2;2;1;0;1;1.0;1.0;0;1;2;1;3;2;3;1
29368;1;9;2;4;1;11;13;1;7.0;3;10;1;2;2;1;0;2;1.0;1.0;0;4;2;2;3;2;2;1
9857;1;10;5;4;1;18;13;1;2.0;3;9;1;2;2;11;0;1;1.0;1.0;0;1;2;2;3;2;5;1
12661;0;11;2;4;5;19;1;2;7.0;1;10;8;2;3;4;0;1;1.0;1.0;1;1;4;1;3;2;2;1
3284;0;6;1;4;1;19;13;1;8.0;3;5;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;3;2;1
1483;1;9;7;4;1;9;13;1;2.0;3;3;1;3;2;1;0;2;1.0;1.0;0;2;2;3;5;2;5;1
7916;0;4;5;4;3;12;13;1;8.0;1;8;1;3;3;4;0;3;3.0;1.0;0;2;2;1;3;2;3;1
17019;0;8;1;4;1;14;13;1;7.0;4;4;7;2;2;1;0;2;3.0;1.0;0;3;2;2;3;2;2;1
9887;0;8;2;4;5;19;1;1;7.0;1;6;8;2;2;1;0;1;1.0;1.0;0;1;3;1;3;2;2;1
22687;1;3;3;2;1;7;23;1;10.0;5;5;1;2;2;1;0;1;2.0;1.0;0;1;2;2;3;2;3;1
2347;1;3;2;4;1;12;13;1;3.0;4;5;1;2;2;1;0;8;2.0;1.0;1;1;2;2;5;2;5;1
12601;1;10;6;4;1;14;13;1;2.0;3;3;1;2;2;1;0;2;1.0;1.0;0;3;2;2;3;2;2;1
98;1;10;4;4;1;17;13;1;7.0;4;8;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
11841;0;9;7;4;1;16;13;1;7.0;1;10;1;2;2;3;0;1;3.0;1.0;0;1;2;2;5;2;3;1
1325;0;11;2;4;1;8;13;1;2.0;4;9;1;2;2;1;0;2;1.0;1.0;0;3;2;2;3;2;3;1
21721;0;4;1;3;1;15;22;1;2.0;5;3;1;2;2;1;0;1;2.0;1.0;1;1;2;2;4;2;4;1
2071;1;10;7;3;1;18;13;1;7.0;1;7;8;3;2;3;0;1;3.0;1.0;0;1;3;2;4;2;4;1
35819;1;10;6;2;5;21;1;3;8.0;1;8;1;2;2;1;0;1;4.0;1.0;0;1;2;1;3;2;2;1
5581;0;6;7;4;1;10;21;1;7.0;5;6;1;2;2;1;0;1;1.0;1.0;0;1;2;3;6;2;4;1
2165;1;4;6;4;1;12;13;1;4.0;4;8;1;2;2;1;0;8;1.0;1.0;0;1;2;2;3;2;3;1
12938;0;9;7;4;1;16;13;1;10.0;4;5;8;2;2;1;0;1;1.0;1.0;1;1;3;2;3;2;2;1
13140;1;10;3;4;1;11;13;1;10.0;4;4;1;2;2;1;0;2;1.0;1.0;0;3;2;2;5;2;4;1
2646;0;10;1;4;1;13;1;1;2.0;1;10;8;2;2;1;0;1;1.0;1.0;1;1;3;2;3;2;2;1
5454;0;6;3;4;5;7;1;1;10.0;1;4;1;3;2;1;0;1;1.0;1.0;1;1;2;2;6;2;4;1
18128;0;3;7;4;5;18;1;1;2.0;1;2;1;2;3;4;0;1;1.0;1.0;0;1;2;1;3;2;2;1
9213;1;9;7;2;1;13;13;1;4.0;2;4;1;3;2;1;0;2;3.0;1.0;1;3;2;2;4;2;6;1
32990;0;7;3;3;1;18;18;1;10.0;5;9;7;2;2;11;0;3;4.0;1.0;0;3;2;2;4;2;5;1
3828;0;9;3;4;1;14;13;1;7.0;4;11;8;2;2;1;0;2;2.0;1.0;0;2;3;2;5;2;5;1
35327;0;5;6;4;1;12;21;1;7.0;5;7;1;2;2;1;0;1;1.0;1.0;0;1;2;2;5;2;2;1
16927;1;6;1;4;1;21;13;2;10.0;4;8;1;2;2;1;0;8;3.0;1.0;0;1;2;2;5;2;2;1
30129;1;7;7;4;1;17;13;1;4.0;2;9;1;3;2;1;0;3;3.0;2.0;0;2;2;2;5;2;2;1
13888;1;2;5;4;1;1;13;2;2.0;1;4;1;2;3;4;0;1;3.0;1.0;0;1;2;1;3;2;2;1
4672;1;8;6;3;1;21;13;3;7.0;4;8;1;2;2;1;0;2;3.0;1.0;0;2;2;2;5;2;5;1
19066;1;9;1;4;5;3;1;2;8.0;1;7;8;2;2;1;0;2;1.0;1.0;0;2;2;1;5;2;2;1
24412;0;4;1;4;1;22;18;3;8.0;4;7;1;2;2;1;0;2;2.0;1.0;0;2;2;2;3;2;2;1
1787;1;5;7;4;1;14;13;1;2.0;3;7;7;2;2;1;0;1;3.0;1.0;1;1;3;2;3;2;2;1
24643;1;4;3;4;5;6;1;4;8.0;1;7;1;3;2;1;0;1;1.0;1.0;0;1;2;2;7;2;4;1
20798;0;3;7;2;5;10;1;1;7.0;1;9;1;2;2;1;0;1;2.0;2.0;0;1;2;1;3;3;4;1
6295;0;2;2;4;1;20;13;2;2.0;3;9;1;2;2;1;0;2;3.0;1.0;0;3;2;2;3;2;2;1
28344;1;5;1;4;5;13;1;1;2.0;1;7;1;3;2;1;0;1;1.0;1.0;0;1;2;1;3;2;2;1
14326;0;4;1;4;1;2;7;3;10.0;2;6;6;2;6;1;0;1;3.0;1.0;0;1;2;2;6;2;4;1
2582;0;9;7;4;1;12;13;1;7.0;4;4;7;2;2;1;0;8;1.0;1.0;0;1;2;2;3;2;2;1
5242;0;3;1;4;1;15;1;1;4.0;1;9;1;3;2;1;0;8;1.0;1.0;1;1;2;2;3;2;3;1
2153;0;9;6;3;1;7;13;1;2.0;4;6;8;2;2;1;0;2;1.0;1.0;0;3;4;2;3;2;3;1
3384;0;8;5;4;1;5;10;3;7.0;4;8;1;2;2;1;0;1;3.0;1.0;0;1;2;5;3;2;3;1
36301;0;2;6;4;1;7;13;1;10.0;3;7;1;2;2;1;0;2;1.0;1.0;0;2;2;2;4;2;2;1
1486;1;4;3;4;2;15;13;1;2.0;1;3;8;2;3;4;0;1;1.0;1.0;0;1;3;1;3;2;2;1
31524;1;7;6;4;1;4;13;2;2.0;2;9;1;2;2;1;0;3;1.0;1.0;0;2;2;2;3;2;3;1
7144;0;4;7;4;1;14;13;1;2.0;4;3;1;2;2;1;0;2;1.0;1.0;0;2;2;3;3;2;3;1
24640;0;5;1;4;1;21;13;3;2.0;4;6;1;3;2;1;0;1;2.0;1.0;0;1;2;2;3;2;2;1
23393;1;3;1;4;1;16;13;1;10.0;4;10;8;2;2;1;0;2;2.0;1.0;0;2;2;3;4;2;3;1
23168;0;7;1;2;1;16;1;1;7.0;5;6;7;2;2;1;0;1;3.0;1.0;0;1;2;3;3;2;2;1
31710;0;5;1;2;1;15;1;1;10.0;5;7;1;2;2;1;0;1;3.0;1.0;0;1;2;3;4;2;4;1
13427;1;5;7;4;1;14;4;1;10.0;5;9;1;2;2;1;0;1;1.0;1.0;1;1;2;3;5;2;2;1
6257;1;8;1;4;1;15;13;1;2.0;2;8;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;3;1
13468;1;5;7;4;1;22;13;2;7.0;1;10;1;2;2;1;0;1;3.0;1.0;0;1;2;1;5;2;2;1
8214;0;5;7;4;5;11;1;1;8.0;1;8;8;2;2;1;0;8;1.0;1.0;1;1;3;2;3;2;2;1
15009;0;5;4;4;1;14;1;1;4.0;1;5;8;2;3;4;0;3;3.0;1.0;1;4;2;1;3;2;2;1
13795;0;8;6;4;1;16;13;1;7.0;3;7;8;2;2;1;0;1;2.0;1.0;0;1;4;7;3;2;2;1
32685;0;6;6;1;5;22;1;2;8.0;1;8;1;3;2;1;0;8;4.0;1.0;0;1;2;1;3;2;2;1
23736;0;7;6;4;1;20;12;2;4.0;5;9;1;2;2;1;0;1;1.0;1.0;1;1;2;2;7;2;4;1
8106;1;6;7;4;1;15;13;1;2.0;4;10;1;2;2;1;0;2;1.0;1.0;0;2;2;2;7;2;4;1
10656;1;10;6;4;1;22;13;3;4.0;4;3;1;2;2;1;0;2;2.0;1.0;0;2;2;2;5;2;2;1
3089;1;4;2;4;1;9;13;1;10.0;4;12;1;2;2;1;0;2;3.0;1.0;1;2;2;2;5;2;5;1
19116;1;11;7;4;4;13;13;1;8.0;1;11;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
20756;0;3;3;2;5;20;1;2;10.0;1;8;8;2;2;1;0;1;2.0;1.0;1;1;4;1;3;2;2;1
32413;1;9;5;3;5;9;1;1;7.0;1;7;8;3;2;1;0;14;3.0;1.0;1;1;3;1;2;2;7;1
30576;1;8;4;4;1;15;13;1;7.0;2;6;2;2;2;1;0;1;4.0;1.0;0;1;2;3;4;2;4;1
8570;0;6;6;4;1;7;13;1;8.0;4;10;1;2;2;1;0;1;3.0;1.0;0;1;2;2;4;2;4;1
11708;1;6;3;4;1;15;13;1;4.0;4;5;7;2;2;1;0;7;2.0;1.0;1;1;2;2;5;2;3;1
1821;1;4;6;4;1;7;13;1;4.0;4;9;1;2;2;1;0;2;3.0;2.0;1;2;2;2;5;2;3;1
16013;0;4;6;4;1;18;13;5;3.0;2;2;1;2;2;1;0;8;3.0;1.0;0;1;2;2;3;2;2;1
27297;1;7;4;4;1;15;18;1;10.0;5;10;1;2;2;1;0;1;2.0;1.0;1;1;2;2;7;2;4;1
22111;0;7;2;4;5;9;1;1;4.0;1;7;8;3;3;4;0;1;2.0;1.0;0;1;3;1;3;2;2;1
25086;0;2;6;3;1;15;8;1;7.0;5;8;8;2;2;1;0;1;1.0;1.0;0;1;4;2;3;2;3;1
1919;0;4;7;4;1;16;13;1;3.0;3;9;8;2;2;1;0;1;1.0;1.0;1;1;3;2;3;2;2;1
29770;1;6;2;4;1;17;13;1;7.0;2;10;1;2;2;1;0;1;1.0;1.0;0;1;2;2;4;2;2;1
31901;0;4;7;3;1;18;11;1;10.0;5;7;1;2;2;1;0;8;3.0;1.0;0;1;2;2;4;2;3;1
4630;1;8;1;2;5;6;1;2;4.0;1;3;1;2;3;2;0;1;1.0;1.0;0;1;2;1;5;3;3;1
10800;0;4;4;4;1;23;1;3;6.0;1;12;1;3;2;1;0;2;2.0;1.0;1;2;2;2;5;2;2;1
30170;0;9;6;4;5;18;1;1;7.0;1;7;1;2;2;1;0;3;4.0;1.0;0;2;2;1;5;2;2;1
11107;1;7;1;4;1;20;13;3;7.0;3;4;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;2;3;1
22105;0;10;7;2;5;18;1;1;7.0;1;6;8;2;3;4;0;1;2.0;1.0;1;1;4;1;3;2;2;1
13253;1;6;4;4;1;16;1;1;4.0;1;10;1;2;2;1;0;3;1.0;1.0;0;3;2;2;3;2;2;1
6146;1;4;6;4;1;16;13;1;4.0;4;1;7;2;2;1;0;2;1.0;1.0;1;2;2;2;3;2;2;1
5119;0;3;3;4;5;18;15;2;4.0;1;1;8;2;3;4;0;1;3.0;1.0;1;1;3;1;3;2;2;1
699;1;4;7;4;1;16;13;1;7.0;4;10;1;2;2;1;0;2;1.0;1.0;0;2;2;2;5;2;2;1
9001;1;8;7;4;5;17;1;1;7.0;1;4;8;2;5;1;0;1;1.0;1.0;0;1;4;1;3;2;2;1
22693;0;8;7;4;1;2;11;3;2.0;6;3;8;2;5;1;0;3;3.0;1.0;0;2;4;2;3;2;3;1
4967;0;7;1;3;1;14;13;1;7.0;1;8;8;2;2;1;0;1;3.0;1.0;0;1;4;3;3;2;2;1
26924;0;4;6;4;1;15;1;1;6.0;1;4;1;2;2;1;0;1;1.0;2.0;1;1;2;2;5;2;3;1
189;1;5;6;4;1;23;13;2;2.0;4;7;7;2;2;1;0;2;3.0;1.0;1;3;2;2;3;2;2;1
20378;0;7;2;2;1;9;13;1;7.0;1;5;1;2;2;1;0;1;2.0;1.0;0;1;2;1;3;2;2;1
29360;0;9;1;4;3;20;15;5;7.0;1;8;8;2;3;4;0;1;3.0;1.0;1;1;3;1;3;2;2;1
11995;0;5;1;4;5;20;1;2;7.0;1;9;8;2;3;4;0;2;3.0;1.0;0;3;3;1;3;2;2;1
34819;0;4;6;4;5;15;1;1;8.0;1;7;1;2;2;1;0;3;1.0;1.0;1;3;2;1;3;2;2;1
3304;0;3;3;4;5;9;13;1;4.0;4;5;7;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
16538;1;5;1;4;3;24;13;3;7.0;1;5;1;2;3;3;0;3;2.0;1.0;0;3;2;1;3;2;4;1
4945;0;4;7;4;1;22;13;3;4.0;4;7;1;2;2;1;0;2;3.0;1.0;1;2;2;6;3;2;2;1
34598;1;8;6;2;1;6;21;4;7.0;1;9;1;2;2;1;0;1;3.0;1.0;0;1;2;1;3;3;2;1
7382;0;7;3;4;2;6;13;2;2.0;1;7;1;2;2;1;0;1;2.0;1.0;1;1;2;1;3;2;2;1
6326;0;6;3;4;5;20;1;3;7.0;1;9;1;2;2;1;0;1;1.0;1.0;0;1;2;1;3;2;3;1
3460;1;10;4;3;5;16;1;1;7.0;1;2;2;2;2;1;1;5;2.0;1.0;0;1;2;1;2;8;7;1
28446;0;4;6;4;1;12;13;1;8.0;2;3;7;2;2;1;0;3;1.0;1.0;0;3;2;2;3;2;2;1
7530;0;4;6;4;1;21;13;2;4.0;2;4;1;2;2;1;0;1;1.0;1.0;0;1;2;2;3;2;3;1
35903;0;4;7;4;1;16;13;1;2.0;4;4;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;4;1
35611;0;6;6;4;1;17;13;1;7.0;2;10;1;2;2;1;0;1;1.0;1.0;0;1;2;2;3;2;3;1
33584;0;4;6;2;1;20;23;3;2.0;4;5;1;2;2;1;0;2;3.0;1.0;0;2;2;2;6;2;5;1
22922;0;3;4;2;5;18;1;1;10.0;1;4;1;2;2;1;0;3;2.0;1.0;1;3;2;1;3;3;2;1
10304;1;12;7;4;1;10;13;1;2.0;3;6;8;2;2;1;0;1;3.0;1.0;0;1;4;2;3;2;2;1
14838;1;5;3;4;1;20;13;5;10.0;4;6;1;2;2;1;0;8;1.0;1.0;1;1;2;2;5;2;5;1
16415;0;8;5;4;5;20;1;3;7.0;1;11;8;2;3;4;0;1;1.0;1.0;1;1;3;1;3;2;2;1
33563;0;4;5;4;3;11;13;1;7.0;1;3;8;2;3;4;0;1;4.0;1.0;0;1;5;1;6;2;5;1
6370;1;5;3;4;1;21;13;3;10.0;2;10;1;2;2;1;0;1;1.0;1.0;0;1;2;5;7;3;3;1
22845;1;6;6;2;1;8;13;1;10.0;2;8;2;2;2;1;0;1;3.0;2.0;0;1;2;2;4;2;4;1
412;1;10;5;4;5;9;1;1;8.0;1;3;1;3;2;1;0;8;2.0;1.0;0;1;2;2;3;2;2;1
27956;0;8;5;3;1;22;13;2;7.0;1;9;1;3;2;1;0;1;1.0;2.0;0;1;2;1;3;2;2;1
18114;0;3;2;4;1;14;1;1;10.0;1;11;8;3;2;1;0;1;1.0;1.0;1;1;3;4;5;2;3;1
14116;1;8;6;4;1;10;13;1;7.0;2;11;1;2;2;1;1;12;1.0;1.0;0;1;2;2;3;2;4;1
12946;1;8;5;4;1;16;19;1;7.0;6;5;1;2;2;1;0;1;1.0;1.0;0;1;2;2;3;2;2;1
7699;0;7;4;4;1;14;13;1;7.0;2;8;1;2;2;1;0;2;1.0;1.0;0;2;2;2;3;2;2;1
7095;0;8;1;4;1;18;13;1;4.0;4;8;1;3;2;1;0;8;3.0;1.0;0;1;2;2;3;2;2;1
2691;0;8;7;2;1;24;10;2;2.0;4;9;1;3;2;1;0;1;1.0;2.0;0;1;2;3;3;2;2;1
31824;0;4;2;3;1;11;13;1;4.0;4;2;8;2;2;1;0;2;1.0;1.0;0;3;2;2;3;2;2;1
19076;1;4;5;4;1;6;13;1;7.0;4;8;1;2;2;1;0;3;1.0;1.0;0;3;2;2;3;2;3;1
8493;1;4;5;4;1;18;1;1;8.0;1;5;1;2;2;1;0;2;3.0;1.0;0;2;2;2;3;3;2;1
6995;1;7;7;4;1;2;1;3;7.0;1;2;1;2;3;7;0;1;3.0;1.0;1;1;2;1;3;2;2;1
6477;1;7;4;4;1;6;13;4;2.0;3;12;1;2;2;1;0;2;3.0;1.0;0;2;2;2;5;2;2;1
30611;0;7;7;4;3;17;13;1;7.0;1;12;8;2;3;4;0;5;3.0;1.0;0;1;4;1;2;2;7;1
5765;0;4;7;4;5;2;1;3;4.0;1;12;7;2;2;1;0;1;1.0;1.0;1;1;3;1;6;2;4;1
18403;1;8;4;3;1;14;13;1;2.0;4;7;1;2;2;1;0;2;3.0;1.0;0;3;2;2;5;3;2;1
4468;0;5;3;4;1;6;12;4;7.0;4;9;1;3;2;1;0;8;3.0;1.0;0;1;2;2;3;2;2;1
7705;1;5;7;4;1;21;2;3;7.0;4;9;1;2;2;1;1;2;1.0;1.0;0;3;2;2;7;2;4;1
24044;0;6;1;4;1;2;12;2;4.0;5;9;1;2;2;1;0;1;1.0;1.0;0;1;2;2;4;2;4;1
3917;1;11;5;4;1;14;13;1;2.0;2;8;1;2;2;1;0;2;3.0;1.0;1;2;2;2;3;2;3;1
5436;1;7;2;4;1;16;13;1;10.0;4;4;1;3;2;1;0;2;2.0;1.0;0;3;2;2;3;2;3;1
2336;1;5;7;4;1;12;13;1;4.0;2;4;1;2;2;1;0;1;2.0;1.0;1;1;2;2;3;2;2;1
16105;0;8;6;4;1;12;7;1;4.0;2;3;1;2;2;1;0;1;3.0;1.0;0;1;2;2;3;2;2;1
243;1;9;3;4;1;23;13;3;7.0;1;11;1;2;3;4;0;1;3.0;1.0;0;1;2;1;5;2;4;1
19716;1;4;7;4;1;16;13;1;8.0;3;3;8;3;2;1;0;1;1.0;1.0;0;1;3;2;3;2;2;1
8747;1;8;1;4;3;2;1;2;7.0;1;7;8;3;2;1;0;1;3.0;1.0;0;1;3;1;3;2;2;1
36363;1;6;4;4;4;9;1;1;7.0;1;8;8;2;3;4;0;1;1.0;1.0;0;1;4;1;3;2;2;1
13396;1;5;1;2;5;20;13;5;7.0;1;6;8;2;3;4;0;1;3.0;1.0;0;1;3;1;3;2;2;1
35521;0;7;3;2;1;15;3;1;8.0;5;7;7;2;2;1;0;1;4.0;1.0;0;1;2;3;4;2;2;1
