id;Severity;age_classes;day_week;DEFORMED_classes;hour;impact1_classes;make;man_coll;month;reljct2;rest_use;vnum_lan;vtrafway
3627;0;7;4;4;13;12;8.0;4;5;2;2.0;3;2
13360;0;4;2;4;14;1;7.0;1;7;1;3.0;3;2
12818;0;7;7;4;17;10;3.0;1;5;1;2.0;3;2
7412;1;7;6;3;17;1;7.0;1;8;1;2.0;3;2
14785;1;4;6;4;14;1;2.0;1;9;1;1.0;3;2
17962;1;8;4;4;17;13;7.0;4;5;2;1.0;5;2
10025;1;7;5;1;20;1;7.0;1;3;8;1.0;3;2
3653;0;9;2;3;16;1;8.0;1;5;8;1.0;3;2
18440;0;7;1;4;1;13;7.0;1;9;1;3.0;3;2
17812;0;3;4;4;24;13;4.0;4;6;2;3.0;3;2
20218;0;3;2;2;11;13;8.0;2;5;1;1.0;3;2
35221;0;3;1;4;15;1;8.0;1;3;1;4.0;3;2
24924;0;6;1;2;14;1;10.0;1;11;1;2.0;3;2
4416;1;7;6;4;24;13;7.0;1;6;3;3.0;3;3
13910;0;8;3;4;19;10;2.0;4;6;2;3.0;3;2
13702;1;8;7;4;17;1;7.0;1;5;1;3.0;3;2
8417;1;7;3;4;18;13;7.0;1;9;1;3.0;3;2
27914;0;5;5;2;7;7;4.0;2;8;1;2.0;4;4
20460;0;3;1;2;14;1;7.0;1;6;3;2.0;3;2
23683;1;4;4;3;18;13;6.0;2;5;1;1.0;6;4
15654;1;3;6;3;22;1;4.0;1;9;8;2.0;3;2
7810;0;7;7;4;17;10;3.0;1;5;1;2.0;3;2
14558;0;9;1;2;15;13;7.0;4;10;12;1.0;5;5
8559;1;6;5;4;16;13;7.0;4;10;8;3.0;5;2
12829;1;3;2;4;8;13;4.0;4;6;2;2.0;3;3
33096;0;10;3;4;12;4;1.0;5;6;1;1.0;5;2
4800;1;4;4;4;21;13;4.0;4;4;2;1.0;5;2
1767;0;6;3;4;14;13;7.0;1;8;1;3.0;3;2
17907;1;9;4;4;18;13;7.0;1;10;1;3.0;3;3
30400;1;3;5;2;12;13;10.0;4;4;4;3.0;1;1
6198;1;13;1;4;19;13;4.0;1;3;2;1.0;3;2
16177;1;6;1;4;1;1;2.0;1;2;2;3.0;4;3
10471;1;4;1;4;13;13;4.0;1;4;1;2.0;3;2
17505;0;7;2;3;12;2;7.0;1;8;1;3.0;3;2
22810;1;3;6;4;15;10;4.0;4;4;2;2.0;5;2
11538;1;3;2;4;21;7;10.0;2;5;1;1.0;5;2
7370;0;8;7;4;18;13;2.0;2;6;8;2.0;3;2
6365;1;5;6;4;24;13;7.0;4;10;8;1.0;7;5
19686;0;10;2;4;7;4;7.0;4;6;2;1.0;3;5
28844;0;3;2;3;12;1;10.0;1;9;2;1.0;4;4
18260;1;9;6;4;14;19;7.0;6;10;1;1.0;4;3
22055;0;5;7;4;15;13;7.0;4;7;2;1.0;3;2
14974;1;6;7;3;16;13;8.0;2;8;8;3.0;3;2
10966;1;7;4;4;21;7;2.0;2;6;1;3.0;7;4
19948;0;6;6;4;23;13;7.0;1;6;1;3.0;3;2
2782;1;6;6;4;24;13;10.0;4;5;2;1.0;3;2
2729;1;10;7;4;17;13;7.0;1;7;1;1.0;3;2
23666;0;3;2;4;19;15;2.0;1;5;3;1.0;3;2
18047;0;6;5;4;2;13;10.0;1;8;1;1.0;3;2
15764;0;11;3;4;15;13;8.0;3;11;1;1.0;3;2
13424;1;5;6;4;23;13;4.0;4;9;2;3.0;5;2
30907;0;4;3;2;3;1;2.0;1;7;1;4.0;4;4
8561;1;7;1;4;14;1;7.0;1;10;2;3.0;3;2
30908;0;8;4;2;17;22;7.0;5;8;8;3.0;1;1
13119;0;3;7;4;18;1;2.0;1;2;1;1.0;3;2
27610;0;4;3;2;17;19;8.0;5;7;1;1.0;4;4
11523;1;6;3;4;11;11;7.0;7;5;1;2.0;3;2
22187;0;4;5;4;10;13;4.0;2;5;4;1.0;1;1
10336;1;11;5;4;9;1;4.0;1;9;2;1.0;3;2
5612;1;9;4;4;15;13;7.0;4;7;8;2.0;3;2
6828;0;3;2;4;11;13;4.0;4;10;8;2.0;3;2
28198;0;4;4;4;6;13;10.0;2;10;1;1.0;7;4
17017;1;7;1;3;16;6;7.0;1;4;1;3.0;3;2
33577;0;7;6;4;15;1;7.0;1;4;1;3.0;3;4
10985;1;6;7;4;19;13;2.0;3;1;2;3.0;3;2
8126;0;11;1;4;10;13;10.0;4;4;2;1.0;3;2
7444;1;3;3;4;22;13;4.0;4;8;2;2.0;7;5
6500;1;4;2;4;20;13;4.0;4;3;2;1.0;3;2
15978;0;6;3;4;21;13;8.0;4;7;2;1.0;5;3
15101;1;6;1;4;16;13;2.0;4;9;2;1.0;3;2
3871;1;2;5;4;1;13;2.0;1;4;1;3.0;3;2
24364;1;4;7;4;14;13;4.0;4;4;8;1.0;3;2
613;1;4;1;4;21;13;4.0;1;8;1;2.0;5;5
6956;0;4;6;4;15;13;2.0;4;4;2;1.0;3;2
16481;1;3;7;4;19;13;10.0;4;8;2;3.0;3;2
1929;0;8;4;4;20;13;7.0;4;10;2;3.0;3;2
12188;0;5;1;4;19;13;2.0;4;10;7;1.0;3;3
8235;1;5;1;3;8;10;4.0;1;9;1;1.0;3;2
13009;1;6;7;4;15;12;4.0;7;7;3;1.0;3;4
14640;1;10;3;2;16;1;7.0;1;11;1;3.0;3;2
11484;1;4;7;4;12;13;4.0;4;10;8;3.0;4;3
28520;0;9;1;2;11;1;7.0;1;9;8;3.0;3;2
5187;1;9;2;4;10;7;2.0;2;6;1;1.0;3;3
26589;0;3;1;4;14;1;3.0;1;3;3;2.0;5;5
15107;1;9;7;4;13;13;7.0;4;10;2;2.0;3;3
337;0;4;5;4;20;1;2.0;1;3;1;3.0;3;2
35336;0;9;7;2;9;20;7.0;5;7;14;1.0;3;7
31045;0;3;1;4;9;1;2.0;1;3;1;4.0;3;2
35811;0;4;1;4;15;13;10.0;4;9;1;1.0;3;2
11581;1;10;5;3;6;4;7.0;4;9;2;1.0;3;2
3746;0;5;6;4;17;13;7.0;3;7;1;1.0;3;2
13923;1;6;2;4;21;10;7.0;1;7;1;1.0;3;2
16251;0;7;7;4;16;3;4.0;4;7;2;1.0;3;3
18506;0;8;1;4;20;13;7.0;4;5;1;3.0;3;2
5442;0;4;5;4;14;13;4.0;2;4;8;2.0;3;2
8571;0;6;6;4;20;13;4.0;4;10;2;3.0;5;2
9075;1;7;5;4;16;13;8.0;3;6;1;1.0;3;2
17247;1;6;3;4;19;13;7.0;3;4;2;2.0;3;2
18892;1;4;1;4;2;13;10.0;1;4;1;3.0;3;4
7891;1;7;5;4;12;13;7.0;4;9;2;3.0;5;4
10390;1;7;1;3;15;13;7.0;2;2;1;2.0;4;4
30417;1;3;1;3;20;13;10.0;4;6;2;4.0;3;4
10856;0;4;2;4;1;13;2.0;2;6;1;3.0;4;4
9121;0;8;2;4;6;13;2.0;4;1;2;1.0;3;2
9181;0;8;6;3;16;13;10.0;4;4;2;1.0;3;3
30765;1;7;6;3;18;1;2.0;1;3;1;1.0;7;4
16214;1;4;4;4;20;13;10.0;4;6;2;1.0;3;2
23061;1;7;6;3;14;18;7.0;1;5;8;2.0;3;4
6780;1;7;1;4;20;13;8.0;3;7;2;3.0;5;2
6621;1;3;1;4;5;13;2.0;1;8;1;3.0;3;2
10246;1;3;7;4;24;1;10.0;1;9;1;1.0;4;2
31594;1;6;5;3;16;2;7.0;5;2;2;1.0;3;2
16439;0;3;4;4;16;1;4.0;1;11;2;3.0;5;5
13418;0;10;7;4;19;4;8.0;1;9;1;3.0;3;2
8914;1;6;2;4;21;10;7.0;1;7;1;1.0;3;2
21147;0;4;1;4;13;7;7.0;7;10;1;2.0;6;4
6129;1;5;5;1;2;2;7.0;4;3;1;1.0;3;3
7335;0;6;2;4;18;15;10.0;1;8;1;2.0;3;4
34306;1;5;5;4;23;1;7.0;1;4;1;3.0;3;3
16807;0;8;7;4;17;13;7.0;1;8;1;3.0;3;2
30969;1;9;5;4;13;7;8.0;2;4;3;4.0;3;3
36770;0;8;5;4;20;18;7.0;4;5;8;1.0;6;5
20875;1;8;6;3;7;13;4.0;1;7;1;1.0;3;2
10096;0;5;7;4;12;3;2.0;4;10;8;2.0;3;2
17291;0;8;7;4;18;1;7.0;1;7;1;2.0;3;2
15628;0;7;4;4;22;13;8.0;4;7;2;2.0;4;3
2374;1;8;2;4;15;13;2.0;4;7;2;2.0;5;2
13421;1;4;4;4;16;13;4.0;3;8;1;3.0;5;2
10311;0;7;1;4;21;13;2.0;1;6;1;3.0;3;2
3778;0;8;6;4;16;13;7.0;3;7;1;2.0;3;2
20489;0;6;5;2;6;13;7.0;2;9;8;2.0;1;1
17740;1;4;2;4;17;13;4.0;4;1;2;1.0;5;2
2790;0;5;7;4;23;13;8.0;4;7;2;1.0;3;2
25310;0;6;7;2;20;4;10.0;4;10;2;2.0;4;3
1722;1;4;1;4;3;13;4.0;1;7;1;3.0;5;2
20587;1;7;5;3;17;19;10.0;4;6;8;3.0;3;3
6286;1;4;4;4;21;7;8.0;2;8;2;3.0;3;3
13354;0;10;7;3;19;13;7.0;1;7;1;3.0;3;2
33777;0;7;7;4;20;13;7.0;4;9;2;4.0;3;2
5981;0;2;7;4;11;13;4.0;4;2;2;1.0;3;2
19069;1;6;4;4;17;13;2.0;2;7;1;3.0;3;5
7582;0;7;6;4;21;13;7.0;1;3;1;3.0;3;2
35185;0;7;7;4;18;13;1.0;4;10;8;4.0;3;2
16130;1;6;3;4;23;1;7.0;2;3;1;3.0;5;3
13163;0;4;1;3;24;13;4.0;3;6;1;1.0;3;2
6;1;8;2;4;15;7;10.0;2;3;1;1.0;3;2
8503;0;11;5;4;15;3;7.0;4;2;2;3.0;3;2
31039;0;5;4;4;17;1;8.0;1;3;1;1.0;4;4
4988;0;8;1;2;15;7;7.0;2;10;1;3.0;3;2
16163;1;10;5;4;13;13;7.0;2;5;1;1.0;3;2
2882;1;7;5;4;12;13;7.0;4;9;2;3.0;5;4
218;1;7;5;4;14;1;7.0;1;9;1;3.0;3;2
27930;0;3;4;4;18;7;4.0;1;5;3;1.0;3;3
12063;1;9;1;4;8;13;7.0;3;5;2;3.0;3;2
16573;0;4;2;4;19;13;8.0;1;8;1;3.0;3;2
13710;1;8;4;4;15;13;7.0;2;6;1;2.0;3;2
16499;0;2;1;4;16;3;4.0;1;1;1;1.0;3;2
9739;1;5;3;4;14;13;10.0;4;7;2;1.0;5;4
27252;0;4;7;2;14;13;4.0;4;5;8;2.0;5;5
13049;1;6;7;4;13;1;8.0;1;8;1;1.0;3;2
20540;1;4;6;3;16;1;4.0;1;1;2;1.0;3;2
5885;0;8;3;4;11;1;2.0;1;8;1;1.0;4;4
36259;0;4;7;3;17;18;4.0;5;5;1;1.0;6;4
34254;1;5;1;2;24;13;6.0;2;8;2;4.0;6;5
25072;0;7;3;4;7;7;7.0;2;8;3;1.0;3;3
36610;0;9;5;3;6;18;7.0;1;8;1;4.0;5;2
32865;0;3;5;2;8;1;2.0;1;4;1;4.0;4;4
18722;0;4;6;4;23;13;7.0;1;6;1;3.0;3;2
5722;0;8;4;4;20;13;7.0;4;4;2;1.0;5;3
11415;0;3;3;4;14;13;8.0;4;7;2;1.0;3;4
22676;0;5;5;2;10;7;7.0;2;2;3;3.0;5;4
2531;0;6;7;4;21;13;7.0;2;5;1;1.0;3;3
33177;0;6;1;2;18;13;7.0;2;4;3;1.0;4;3
3734;0;10;5;4;8;7;3.0;2;7;1;2.0;3;3
3145;0;5;6;4;12;13;4.0;3;6;2;1.0;7;4
2640;0;7;2;4;12;1;2.0;1;10;1;1.0;3;2
5900;1;4;5;4;21;13;8.0;3;10;2;1.0;5;5
363;1;7;6;4;8;13;2.0;4;1;8;2.0;5;2
9997;1;8;1;3;15;13;7.0;2;10;1;3.0;3;2
8412;1;6;5;4;18;13;10.0;4;8;2;3.0;3;2
1747;1;8;5;4;6;13;7.0;4;8;2;3.0;3;2
30631;0;3;3;4;7;13;4.0;4;6;2;4.0;3;2
4026;1;5;4;4;21;13;2.0;4;6;8;1.0;3;5
31638;0;6;4;3;14;7;2.0;2;10;3;1.0;5;5
2148;0;7;2;4;8;7;2.0;2;5;1;2.0;3;2
8888;1;7;3;4;17;13;7.0;4;5;2;3.0;3;3
5795;0;7;3;2;11;13;10.0;1;5;1;2.0;5;2
18417;0;5;7;3;3;13;7.0;2;8;1;3.0;3;2
35843;0;4;2;2;19;13;7.0;2;1;1;1.0;3;4
11860;0;6;1;4;2;13;2.0;1;4;1;3.0;4;2
19846;1;5;3;4;20;13;10.0;4;6;8;1.0;5;5
1145;1;7;7;4;18;1;2.0;1;2;1;3.0;4;3
24704;1;10;4;4;19;2;7.0;4;10;2;3.0;5;3
17561;0;3;6;4;21;13;3.0;1;6;1;1.0;3;2
2899;1;7;6;4;17;13;4.0;2;10;2;3.0;3;2
36084;0;6;4;2;16;1;2.0;1;8;1;4.0;3;3
52;1;5;1;4;10;13;2.0;4;7;8;1.0;4;2
22004;0;6;5;4;3;13;7.0;1;8;1;1.0;3;2
8421;0;3;1;4;12;13;2.0;4;8;2;1.0;5;3
28937;1;6;5;4;16;13;4.0;4;3;8;1.0;4;2
21092;0;4;5;2;17;13;10.0;2;6;1;2.0;6;4
5445;0;11;3;4;14;1;7.0;1;4;1;1.0;3;2
21602;0;4;6;4;14;13;4.0;2;4;1;2.0;6;4
12189;0;5;4;2;17;13;2.0;4;10;2;1.0;3;3
8699;0;3;4;2;22;7;2.0;2;6;1;1.0;3;3
16278;1;8;5;4;14;13;7.0;2;7;1;3.0;3;2
4750;0;5;5;4;23;13;7.0;2;8;12;1.0;7;4
10880;0;8;5;2;16;10;2.0;3;8;1;1.0;3;2
14956;1;7;7;4;24;13;7.0;1;7;1;3.0;3;2
29549;0;8;7;4;20;13;7.0;4;10;2;4.0;5;5
17744;1;8;4;4;18;13;8.0;2;5;1;1.0;3;2
19046;1;11;7;4;8;7;2.0;2;5;8;1.0;3;5
202;0;3;4;4;2;15;2.0;1;9;1;1.0;3;3
16940;0;4;6;4;2;13;4.0;2;9;1;3.0;3;4
1408;1;6;1;4;21;10;2.0;4;11;8;3.0;4;3
32709;0;4;5;2;15;12;7.0;6;9;2;3.0;6;2
12884;0;4;6;4;3;13;7.0;1;5;3;3.0;3;2
16463;0;4;6;4;3;13;10.0;2;12;1;1.0;4;4
33636;0;2;6;2;12;1;2.0;1;10;1;4.0;5;3
1155;1;9;1;4;15;4;1.0;4;5;2;1.0;3;2
12812;1;4;2;4;23;13;6.0;1;7;1;1.0;3;2
15734;1;5;7;4;11;1;10.0;1;10;8;2.0;5;5
12158;0;8;4;2;22;1;7.0;1;5;5;2.0;3;7
18834;1;10;6;4;13;13;2.0;4;10;2;1.0;3;2
23993;0;3;3;4;23;13;4.0;1;10;13;1.0;6;4
2360;0;4;5;4;23;13;2.0;2;6;1;2.0;5;5
18618;0;2;2;4;21;13;4.0;1;7;2;3.0;3;2
3209;0;8;6;4;5;13;7.0;3;8;1;1.0;3;2
14744;1;4;7;4;13;13;2.0;3;7;1;1.0;3;2
31092;1;5;2;2;13;13;4.0;4;6;1;1.0;3;2
16016;0;2;3;4;17;13;10.0;4;2;2;1.0;4;3
36001;0;4;6;4;14;13;8.0;4;8;2;3.0;1;1
21154;1;7;4;3;19;13;7.0;4;10;2;2.0;4;3
1142;1;3;3;4;20;13;4.0;2;5;1;1.0;3;3
7352;0;4;6;4;2;7;4.0;2;5;3;2.0;3;2
7544;0;3;6;4;21;13;3.0;1;6;1;1.0;3;2
1068;0;6;6;4;6;13;8.0;4;4;2;1.0;3;2
11455;1;10;6;4;15;13;10.0;3;12;2;1.0;3;3
33424;0;4;4;3;14;1;2.0;1;8;1;4.0;3;3
22478;0;4;3;2;6;10;2.0;5;9;1;2.0;4;4
30895;0;4;5;2;17;13;2.0;2;4;1;3.0;3;3
13387;0;3;6;3;11;10;10.0;6;8;1;1.0;3;2
2889;1;7;7;4;12;8;7.0;4;7;1;3.0;3;2
27428;1;5;1;3;18;1;8.0;1;6;1;3.0;3;2
2611;0;4;7;4;22;1;8.0;1;7;1;1.0;3;2
3751;1;9;4;4;7;13;7.0;4;7;2;3.0;5;2
1524;1;12;7;4;22;10;10.0;4;6;2;1.0;3;2
223;0;10;7;4;14;18;7.0;4;10;2;1.0;3;2
34227;0;4;5;2;9;11;10.0;5;5;1;3.0;6;5
15739;0;11;7;4;16;1;7.0;1;10;1;2.0;3;2
8986;0;5;1;4;13;13;7.0;3;9;1;2.0;3;2
19767;1;7;5;4;19;12;7.0;1;7;1;1.0;3;2
6942;0;6;1;4;13;13;2.0;2;10;2;1.0;3;3
30829;1;9;5;3;18;7;10.0;2;6;3;1.0;5;5
11219;1;6;1;2;20;1;2.0;1;6;1;3.0;3;2
3858;0;10;1;4;18;3;7.0;4;3;8;3.0;4;3
2535;0;3;6;4;21;13;3.0;1;6;1;1.0;3;2
28915;1;8;3;4;16;7;7.0;2;12;2;3.0;5;3
6077;0;6;6;4;6;13;8.0;4;4;2;1.0;3;2
8216;1;8;3;4;18;13;7.0;4;8;2;1.0;3;3
19787;1;5;1;4;12;13;3.0;3;8;1;1.0;4;2
16731;1;6;7;4;8;1;2.0;1;6;1;3.0;3;4
7264;1;10;4;4;13;13;2.0;4;2;2;2.0;3;2
18146;0;9;1;4;20;13;7.0;4;4;4;1.0;3;2
23057;0;2;5;4;7;13;7.0;3;4;2;2.0;3;3
25700;1;10;4;4;11;1;7.0;1;3;1;2.0;3;2
10906;1;4;6;4;21;22;10.0;4;9;2;3.0;3;3
22286;0;6;4;3;13;1;7.0;1;3;2;3.0;4;4
3557;0;8;1;4;20;13;7.0;3;11;1;2.0;3;2
3622;1;5;1;4;14;13;2.0;4;4;2;1.0;3;2
18969;0;10;4;4;19;1;10.0;1;10;1;3.0;3;2
922;0;7;3;4;7;13;7.0;4;10;2;3.0;3;2
11691;1;4;7;4;16;13;7.0;4;4;2;3.0;3;2
18149;1;10;3;4;11;13;10.0;4;4;2;1.0;5;4
13171;1;4;6;4;8;13;4.0;4;6;2;1.0;3;3
11559;1;6;1;3;17;4;2.0;1;7;1;1.0;3;2
11851;0;8;4;4;23;18;4.0;5;8;1;3.0;5;2
11500;1;9;7;4;9;13;2.0;3;3;2;1.0;5;5
30614;0;2;7;2;12;1;8.0;1;4;1;4.0;3;2
23542;0;4;3;4;8;1;8.0;1;5;1;3.0;3;2
14757;1;10;1;4;13;13;2.0;3;7;2;1.0;3;2
19658;0;3;2;2;17;13;2.0;2;6;1;3.0;3;2
13465;1;9;6;4;14;1;8.0;1;8;1;1.0;3;2
3875;1;5;4;4;19;13;8.0;1;5;1;3.0;3;2
3719;0;3;6;4;11;2;2.0;4;7;2;1.0;3;2
24981;1;8;5;4;17;1;7.0;1;4;1;1.0;5;4
13373;1;8;6;4;11;13;2.0;4;8;4;3.0;5;2
15050;1;4;3;4;21;1;10.0;1;4;1;1.0;3;2
4661;0;7;2;4;9;1;7.0;1;8;1;3.0;3;2
13248;0;4;5;4;24;7;10.0;2;10;3;1.0;5;2
20780;0;10;1;2;16;7;7.0;2;8;3;2.0;3;3
13247;1;11;1;4;19;1;10.0;1;10;1;1.0;3;2
13520;1;8;7;4;19;13;7.0;4;6;8;3.0;5;2
17712;1;8;7;4;8;1;10.0;1;7;5;1.0;2;7
3255;1;8;5;4;9;1;7.0;1;12;1;1.0;3;2
30423;0;9;1;2;14;13;7.0;2;6;3;3.0;5;2
26587;0;5;7;2;21;1;4.0;1;3;3;2.0;3;5
20225;0;3;2;2;14;13;4.0;2;5;1;2.0;3;2
7124;1;10;3;3;18;5;7.0;4;2;2;2.0;5;5
6460;1;3;5;4;11;13;2.0;4;12;2;1.0;5;5
19945;1;5;3;4;13;13;4.0;4;6;2;3.0;3;2
23154;1;7;3;2;15;20;8.0;4;6;2;2.0;3;4
10282;1;9;4;4;12;1;7.0;1;11;3;3.0;5;5
9362;1;6;4;2;8;13;7.0;1;7;2;3.0;3;2
1440;1;6;5;4;16;13;2.0;4;11;8;1.0;3;2
23741;0;3;4;2;19;13;1.0;4;11;8;2.0;3;2
9962;1;8;7;4;19;1;7.0;1;8;1;3.0;3;2
6228;0;7;4;4;17;13;4.0;2;6;1;3.0;4;3
6397;0;8;5;4;20;1;7.0;1;11;1;1.0;3;2
6788;1;4;7;4;23;13;7.0;4;8;2;3.0;3;2
17588;0;8;7;4;21;10;4.0;5;10;2;3.0;3;2
2565;0;9;4;4;18;10;10.0;4;10;2;1.0;3;3
18783;0;3;4;4;9;1;4.0;1;7;5;1.0;2;7
543;1;6;6;4;24;13;7.0;4;7;2;2.0;4;2
3418;1;14;3;4;13;13;8.0;4;8;2;1.0;3;2
20686;0;6;7;2;7;21;2.0;1;4;1;2.0;3;2
30367;1;4;5;4;16;13;10.0;1;7;1;3.0;3;2
8454;0;8;2;4;15;13;8.0;1;11;1;3.0;3;2
29530;0;4;5;2;11;21;7.0;5;8;2;3.0;5;2
7127;0;8;2;2;9;12;10.0;4;3;2;1.0;3;2
17093;1;6;2;4;22;21;10.0;1;7;1;3.0;3;3
20465;1;9;7;3;13;13;7.0;4;6;2;2.0;2;3
18904;0;8;2;4;19;13;7.0;2;5;1;3.0;3;3
10791;0;6;4;4;18;13;7.0;4;11;2;2.0;4;3
3758;0;6;2;2;23;1;7.0;1;8;1;3.0;3;2
6980;1;5;1;4;18;1;7.0;1;7;2;3.0;3;2
25979;1;7;1;4;23;13;2.0;1;10;1;2.0;4;4
23346;0;2;7;2;2;10;8.0;4;5;1;2.0;3;5
14514;1;2;7;3;24;13;2.0;1;9;1;2.0;3;2
3308;1;9;1;4;10;11;8.0;1;5;5;1.0;2;7
8114;1;9;7;4;16;10;7.0;5;2;1;1.0;6;4
18854;0;9;3;4;14;13;7.0;4;11;2;2.0;5;5
17934;0;8;1;4;11;13;11.0;1;7;1;3.0;3;3
29299;0;3;5;4;18;13;4.0;1;8;1;4.0;3;2
1562;0;5;3;4;24;13;2.0;1;8;1;1.0;3;2
1113;1;7;2;4;16;13;4.0;4;3;2;3.0;3;2
23813;0;4;6;4;23;13;4.0;4;3;2;1.0;5;5
15799;1;3;6;4;10;13;8.0;4;12;1;1.0;3;2
10486;0;4;6;4;7;13;7.0;4;5;8;2.0;3;2
19718;0;3;5;4;16;13;10.0;4;4;4;1.0;3;2
1458;1;7;1;4;24;13;7.0;2;11;1;3.0;5;5
14692;1;10;2;2;17;13;7.0;4;12;8;3.0;5;2
21873;0;5;5;4;17;18;7.0;4;12;2;2.0;3;2
25280;0;4;7;4;12;1;2.0;1;7;1;3.0;4;4
30535;1;6;2;4;12;13;7.0;4;9;1;3.0;3;2
18006;0;4;6;4;16;1;4.0;1;7;3;1.0;3;2
7700;0;8;7;2;24;10;2.0;4;9;1;1.0;3;2
30485;0;6;7;4;23;13;2.0;1;5;6;3.0;5;2
13568;0;7;7;4;23;13;7.0;4;10;2;3.0;3;3
8301;0;10;7;4;22;13;10.0;4;4;2;1.0;3;3
25904;0;3;7;4;20;1;10.0;1;5;1;2.0;5;2
483;1;9;7;4;17;1;2.0;1;5;2;2.0;4;2
9476;0;5;3;4;6;12;7.0;4;9;8;3.0;3;2
20434;0;7;4;4;15;13;7.0;4;5;8;2.0;3;2
23807;0;6;3;4;8;18;4.0;5;2;5;1.0;4;7
26118;1;6;3;4;14;13;7.0;4;1;3;1.0;5;5
34264;0;4;7;4;20;7;8.0;2;10;1;4.0;3;3
11308;1;6;5;4;21;1;2.0;1;9;1;3.0;3;3
4934;1;8;4;3;19;13;10.0;1;7;1;3.0;3;2
4886;1;3;2;4;16;13;7.0;1;8;1;2.0;3;2
12669;1;7;7;4;23;13;7.0;1;11;1;1.0;5;5
11268;1;8;5;4;14;13;7.0;2;7;1;3.0;3;2
27934;1;7;4;3;10;13;8.0;3;5;2;1.0;3;3
21453;1;11;4;4;16;2;2.0;4;2;2;2.0;5;5
35654;0;10;3;4;7;7;2.0;2;9;1;4.0;4;3
20068;0;7;1;4;12;10;4.0;6;10;1;2.0;3;2
17699;0;9;7;4;18;13;2.0;6;8;1;1.0;3;2
31892;0;3;5;4;1;13;2.0;1;7;1;3.0;3;4
10498;1;5;7;4;17;15;2.0;1;5;1;2.0;3;4
18333;1;5;1;3;12;1;10.0;1;5;3;3.0;3;2
15892;0;3;5;4;16;1;4.0;1;8;3;1.0;4;3
3310;1;9;5;4;24;13;7.0;1;6;1;3.0;3;2
13222;0;5;7;4;11;1;8.0;1;8;8;1.0;3;2
6871;0;6;7;4;3;1;10.0;1;6;1;3.0;5;3
15795;1;13;6;2;15;6;10.0;4;11;3;1.0;5;5
6770;1;8;1;4;17;13;7.0;4;7;8;3.0;3;2
7355;1;8;1;3;13;4;7.0;5;5;12;2.0;6;4
34727;0;4;7;4;24;7;10.0;2;7;1;3.0;5;4
1344;0;2;2;4;22;13;8.0;4;10;2;1.0;6;5
23529;0;3;1;4;1;1;4.0;1;11;1;2.0;3;4
21725;1;10;6;2;3;18;10.0;5;4;1;1.0;7;4
29817;0;10;4;4;15;13;2.0;1;7;3;2.0;3;4
7077;0;4;7;4;13;13;7.0;4;7;4;3.0;5;2
990;0;10;4;4;15;1;7.0;1;2;1;3.0;3;2
31449;0;6;6;4;15;1;4.0;1;9;13;1.0;4;4
15710;0;4;3;4;8;13;2.0;4;9;8;1.0;3;2
10022;1;7;2;4;15;13;10.0;4;2;2;1.0;3;2
14644;0;3;4;1;2;13;4.0;2;12;1;1.0;4;4
26257;0;7;7;4;10;13;7.0;4;7;3;2.0;3;2
26746;0;4;1;2;13;13;2.0;1;7;1;2.0;3;2
26211;0;8;7;2;13;1;4.0;1;6;1;2.0;3;2
11254;1;4;1;4;12;13;4.0;4;6;2;1.0;4;3
15232;1;4;7;4;2;13;4.0;2;9;1;1.0;5;2
28551;0;2;1;4;9;1;2.0;1;6;5;1.0;3;7
17219;1;4;5;4;15;13;2.0;4;10;2;2.0;5;5
8036;1;13;5;4;14;2;10.0;1;8;1;1.0;3;2
16435;1;6;1;4;21;10;2.0;4;11;8;3.0;4;3
23521;1;2;6;2;20;13;10.0;2;9;2;2.0;3;4
31270;1;3;2;4;12;13;10.0;4;6;2;4.0;3;2
9485;1;8;7;3;8;13;7.0;2;9;1;3.0;3;4
7021;1;10;1;4;24;1;7.0;1;7;1;3.0;4;4
2675;1;3;6;4;14;13;4.0;4;9;2;3.0;6;5
35157;0;7;1;2;14;7;7.0;2;8;1;4.0;3;2
23144;0;8;4;3;16;18;10.0;6;5;1;2.0;3;2
3048;0;6;7;4;6;13;7.0;1;9;1;2.0;3;2
18852;0;3;7;4;17;1;10.0;1;11;8;3.0;1;1
1804;0;7;6;4;6;13;7.0;1;8;1;3.0;3;2
5512;0;3;7;4;17;1;6.0;1;6;1;2.0;3;2
16719;1;9;4;4;15;13;2.0;4;5;1;3.0;3;2
5414;1;7;7;4;8;13;7.0;4;3;2;2.0;7;5
21300;0;4;6;3;20;1;4.0;1;11;1;1.0;3;3
1761;1;8;1;4;17;13;7.0;4;7;8;3.0;3;2
33153;0;4;5;4;12;7;8.0;2;10;3;1.0;2;2
13464;1;13;1;3;15;1;2.0;1;9;1;1.0;3;2
3087;0;3;6;4;2;13;2.0;1;12;2;1.0;5;2
17981;1;4;5;4;10;13;2.0;4;5;2;1.0;3;2
19442;1;7;6;4;24;13;7.0;1;6;3;3.0;3;3
8175;1;6;3;4;13;13;2.0;1;4;1;1.0;3;2
11244;1;8;5;4;15;13;7.0;3;5;2;3.0;3;2
31162;0;2;5;4;8;21;4.0;5;9;1;1.0;6;4
7607;1;4;4;4;21;10;2.0;5;6;5;1.0;2;7
29731;0;6;3;3;16;13;10.0;4;5;8;1.0;3;2
