id;Severity;age_classes;day_week;DEFORMED_classes;hour;impact1_classes;make;man_coll;month;reljct2;rest_use;vnum_lan;vtrafway
28018;0;8;3;3;8;7;7.0;2;1;3;2.0;3;2
17958;1;6;5;4;21;13;2.0;3;5;2;1.0;5;2
1613;1;8;1;3;12;13;2.0;1;11;1;1.0;3;2
2474;1;10;4;4;10;13;2.0;4;7;1;2.0;3;2
2798;0;8;7;4;14;10;7.0;6;5;1;1.0;3;2
7265;1;8;4;4;15;13;7.0;4;5;2;1.0;5;2
1762;1;10;6;4;17;1;10.0;1;8;1;3.0;3;2
26599;0;4;3;4;16;13;2.0;4;4;8;3.0;5;5
17260;1;8;1;4;20;13;7.0;2;6;8;1.0;3;2
14733;1;7;4;4;19;13;4.0;4;6;2;1.0;6;2
20457;1;6;2;4;18;7;7.0;2;6;3;2.0;5;2
8153;1;10;5;4;4;1;7.0;1;6;1;1.0;3;2
4832;0;8;6;4;23;1;7.0;1;8;5;1.0;2;7
5663;1;7;2;3;12;13;7.0;2;9;12;2.0;4;4
6978;1;7;1;4;1;13;7.0;1;8;2;3.0;3;2
12475;1;5;4;3;16;13;2.0;2;5;1;3.0;4;4
12206;1;5;6;4;2;13;7.0;4;4;2;3.0;3;2
21858;1;4;1;4;11;2;2.0;4;7;2;3.0;3;2
24488;1;9;7;4;18;13;8.0;4;5;2;1.0;5;2
7371;0;4;1;4;17;13;10.0;3;6;8;2.0;3;2
11311;1;8;1;4;13;13;7.0;3;9;1;2.0;3;2
7226;0;6;4;4;3;13;7.0;1;9;2;2.0;3;2
11361;0;2;2;4;22;13;8.0;4;10;2;1.0;6;5
32822;1;5;4;4;16;13;6.0;4;12;2;1.0;4;4
11206;1;13;1;4;19;13;4.0;1;3;2;1.0;3;2
20739;1;4;5;4;17;13;10.0;1;6;1;2.0;4;4
11178;1;10;6;4;21;13;7.0;4;6;2;3.0;3;2
23478;0;8;2;2;17;1;7.0;1;6;1;3.0;5;2
12657;0;7;2;4;12;1;2.0;1;10;1;1.0;3;2
2490;1;10;7;3;15;13;2.0;1;9;1;2.0;3;2
8334;1;5;5;4;14;13;4.0;3;6;1;1.0;3;2
15332;0;5;7;4;12;12;7.0;6;8;1;3.0;3;2
3807;0;8;5;4;15;13;10.0;4;10;2;2.0;3;2
8379;0;3;6;3;11;10;10.0;6;8;1;1.0;3;2
6090;1;6;4;4;22;13;4.0;2;5;1;1.0;6;4
3702;0;7;4;4;20;15;4.0;1;7;1;3.0;3;2
25037;0;7;5;4;17;1;7.0;1;6;8;1.0;3;5
31588;0;10;7;3;12;3;4.0;5;2;1;3.0;1;1
1028;1;8;1;4;12;12;7.0;4;3;1;1.0;3;2
366;1;5;2;4;18;13;4.0;4;1;8;2.0;5;5
6996;1;8;1;4;24;22;7.0;1;3;1;3.0;3;2
8565;0;4;7;4;5;13;10.0;3;11;1;3.0;3;3
23870;0;4;1;2;15;10;2.0;1;10;1;2.0;3;2
26934;1;5;4;4;6;1;7.0;1;5;1;2.0;3;2
6614;0;10;4;4;15;13;2.0;1;8;1;1.0;3;2
24675;0;8;7;3;14;1;1.0;1;8;1;1.0;5;5
35870;0;11;5;4;15;1;7.0;4;2;2;1.0;3;2
26131;0;10;2;3;13;1;2.0;1;3;2;1.0;3;3
13327;1;9;5;4;24;13;7.0;1;6;1;3.0;3;2
31280;1;9;4;3;17;13;7.0;2;9;2;4.0;3;2
16343;1;4;7;4;20;13;4.0;4;7;2;1.0;3;2
10337;1;5;1;4;16;13;4.0;1;10;1;1.0;3;2
28394;0;6;6;3;24;1;4.0;1;3;2;3.0;3;5
3658;0;3;5;4;11;1;10.0;1;5;1;1.0;3;6
3817;1;6;3;4;7;4;8.0;4;10;8;2.0;3;2
5059;0;8;7;4;13;13;7.0;1;7;1;1.0;3;2
17411;1;7;1;4;13;13;4.0;2;7;3;2.0;3;2
26452;1;8;5;4;14;1;7.0;1;6;1;3.0;3;3
16712;1;8;3;2;18;7;4.0;2;5;2;3.0;3;2
21377;0;9;7;1;9;13;7.0;2;5;8;3.0;5;5
4016;1;3;2;4;1;13;4.0;1;5;2;1.0;3;3
18192;1;6;3;4;13;13;2.0;1;4;1;1.0;3;2
31877;0;3;7;3;12;1;10.0;1;6;2;1.0;5;3
25303;0;4;5;2;15;1;2.0;1;9;3;2.0;4;4
4910;1;10;6;4;16;13;7.0;4;5;2;3.0;3;2
36017;0;7;1;4;16;7;7.0;2;4;2;4.0;3;2
12466;1;6;6;4;15;13;2.0;3;8;8;2.0;7;5
23514;0;6;2;2;6;19;2.0;5;10;1;2.0;5;4
10108;0;8;4;4;19;13;7.0;1;12;1;2.0;3;3
7640;0;4;5;4;21;1;8.0;1;9;12;1.0;3;3
16198;0;8;7;4;24;13;7.0;1;6;1;3.0;3;3
21301;0;8;7;3;16;13;7.0;2;11;3;1.0;3;2
20017;0;5;4;4;14;1;4.0;1;5;3;3.0;3;2
16705;1;5;7;4;14;13;7.0;4;4;2;2.0;5;2
1184;0;4;3;4;7;1;10.0;1;6;8;1.0;3;2
16816;1;10;1;4;12;13;7.0;1;9;1;3.0;3;2
15916;1;4;6;4;21;22;10.0;4;9;2;3.0;3;3
31417;0;4;1;3;15;18;8.0;5;2;1;1.0;5;4
27372;1;3;1;4;21;7;7.0;2;6;1;3.0;4;4
30893;0;6;6;1;13;2;10.0;5;3;1;4.0;5;4
32461;0;9;7;1;12;7;7.0;2;8;3;3.0;3;2
10360;0;7;3;4;15;1;7.0;1;1;1;1.0;3;2
2106;0;10;1;4;23;13;7.0;1;10;1;3.0;4;3
19018;1;8;7;4;17;1;7.0;1;4;1;1.0;3;2
10989;0;2;7;4;11;13;4.0;4;2;2;1.0;3;2
20801;0;5;7;2;20;1;4.0;1;10;3;2.0;4;6
5366;1;3;3;4;9;1;2.0;1;1;2;1.0;3;2
2862;0;5;5;4;12;1;4.0;1;3;3;2.0;3;2
15030;1;7;6;4;22;13;2.0;4;2;2;1.0;3;3
1057;0;3;7;4;22;13;8.0;4;1;2;3.0;3;2
17773;0;7;3;4;15;13;7.0;3;6;2;3.0;3;2
36734;0;4;6;2;14;13;4.0;4;2;8;4.0;5;2
10414;0;5;7;3;2;13;7.0;2;3;1;2.0;5;4
33105;1;3;2;3;15;11;4.0;5;6;1;4.0;3;4
20752;0;7;5;2;20;1;7.0;1;7;1;2.0;3;2
15139;1;7;1;4;14;13;7.0;2;1;1;3.0;5;4
1404;1;3;4;4;22;13;4.0;1;11;1;1.0;3;2
12243;1;4;2;4;20;13;4.0;2;4;1;1.0;3;4
13123;0;6;7;4;15;13;10.0;4;2;7;1.0;5;3
25304;1;5;5;4;21;1;10.0;1;9;12;2.0;6;4
31015;0;5;7;2;11;13;8.0;2;9;3;3.0;3;3
136;1;9;7;4;16;18;7.0;4;3;2;3.0;4;3
1579;1;6;7;4;14;13;10.0;4;4;8;1.0;5;2
14078;0;7;5;4;16;13;10.0;4;9;1;1.0;3;2
22446;0;8;7;4;13;1;10.0;1;3;3;2.0;3;6
14034;1;3;2;4;1;13;4.0;1;5;2;1.0;3;3
15865;0;7;4;4;22;21;2.0;4;6;2;3.0;3;3
13366;1;11;6;4;19;13;8.0;1;5;1;1.0;3;2
18475;0;6;2;4;23;13;8.0;1;9;1;1.0;3;2
3397;1;8;5;4;7;13;2.0;4;9;2;1.0;3;2
30605;0;3;3;2;16;10;8.0;5;10;1;3.0;4;4
13005;1;7;7;4;16;13;4.0;2;6;3;1.0;5;4
33213;0;8;2;4;22;13;3.0;4;3;2;3.0;5;4
31881;0;3;4;3;15;10;7.0;4;6;2;1.0;3;2
30359;0;3;2;4;22;1;2.0;1;7;1;1.0;3;2
1341;1;5;7;4;2;13;2.0;1;7;1;3.0;3;2
1067;0;7;7;4;3;13;7.0;3;4;1;3.0;4;3
16047;1;7;7;4;22;1;7.0;1;3;2;3.0;3;3
24604;0;10;5;3;12;1;7.0;1;4;1;3.0;7;3
17842;1;3;2;3;10;13;8.0;4;8;4;1.0;5;2
5528;0;8;3;4;16;1;7.0;1;7;8;2.0;3;2
26635;0;3;1;4;22;18;2.0;4;7;2;3.0;5;2
13368;0;3;5;4;8;1;2.0;1;7;1;1.0;3;2
18957;0;5;2;4;18;13;2.0;3;9;1;3.0;3;2
11037;1;7;7;4;22;1;7.0;1;3;2;3.0;3;3
13895;0;8;2;4;19;13;7.0;2;5;1;3.0;3;3
10849;0;6;7;4;15;1;4.0;1;6;1;1.0;3;2
3357;0;4;4;1;21;8;10.0;1;8;1;3.0;3;2
17614;1;7;7;4;1;14;7.0;1;6;1;1.0;3;3
31758;0;6;1;2;13;1;4.0;1;9;3;4.0;5;2
28420;0;4;1;3;13;12;8.0;5;3;2;1.0;3;2
31281;0;8;5;2;18;7;7.0;2;9;3;3.0;3;5
22800;0;5;4;3;16;1;7.0;1;4;1;3.0;5;2
10392;0;9;3;3;10;1;7.0;1;2;1;2.0;3;2
6303;1;8;1;4;13;13;7.0;3;9;1;2.0;3;2
22248;0;6;4;3;16;7;4.0;2;2;3;1.0;4;6
35269;0;3;1;2;15;1;2.0;1;5;1;1.0;3;2
30412;1;4;6;4;20;13;4.0;3;5;2;3.0;5;2
23345;0;2;7;3;2;10;8.0;4;5;1;2.0;3;5
12347;1;8;4;4;23;13;10.0;1;6;8;1.0;3;2
6895;0;8;5;4;17;13;7.0;3;7;1;3.0;3;2
2018;1;4;2;4;24;2;7.0;1;8;1;3.0;3;2
8155;0;4;1;3;24;13;4.0;3;6;1;1.0;3;2
13020;1;5;1;4;10;12;7.0;4;7;2;1.0;3;2
18053;1;13;5;4;14;2;10.0;1;8;1;1.0;3;2
1782;1;12;1;4;14;13;7.0;1;8;1;3.0;3;2
14886;0;9;6;4;15;13;8.0;3;9;2;1.0;3;2
35296;0;2;4;2;20;1;7.0;1;6;1;4.0;3;2
22709;0;4;6;4;18;1;2.0;1;7;3;2.0;3;3
5902;0;7;1;4;20;13;7.0;3;11;1;3.0;3;2
24200;1;8;7;4;7;13;7.0;4;9;2;2.0;5;2
13130;1;4;7;4;1;13;4.0;4;4;8;1.0;3;2
12748;1;3;3;4;17;1;4.0;1;8;2;1.0;5;2
191;1;6;6;4;4;1;4.0;1;7;2;1.0;6;5
4821;1;12;7;4;18;13;5.0;4;6;8;1.0;5;5
2750;1;7;1;4;19;13;7.0;1;7;2;3.0;3;2
8408;0;4;3;4;19;15;4.0;1;8;1;1.0;5;2
18168;0;3;7;4;21;13;10.0;3;5;1;1.0;4;2
8016;0;6;7;4;19;13;8.0;3;7;2;1.0;4;4
105;1;10;3;4;14;4;8.0;4;8;2;1.0;3;4
23392;1;7;7;3;17;1;7.0;1;9;1;3.0;3;2
20724;0;7;4;2;10;1;3.0;1;6;5;2.0;2;7
3013;0;4;5;4;14;13;8.0;4;8;2;1.0;3;3
1330;1;3;7;4;2;13;7.0;4;4;2;3.0;3;3
4401;0;8;6;2;21;13;7.0;4;8;1;1.0;3;2
8211;1;7;6;4;15;12;7.0;6;6;1;1.0;3;2
17164;1;8;7;2;21;1;7.0;1;5;1;1.0;3;2
11386;1;8;6;3;22;1;3.0;1;10;1;1.0;3;5
1812;1;4;3;4;21;13;4.0;4;9;2;3.0;5;4
12758;0;5;1;4;15;13;4.0;1;12;1;3.0;3;2
12653;1;6;3;4;24;13;8.0;4;7;4;1.0;5;5
800;1;5;1;3;15;15;7.0;1;12;1;2.0;3;3
20859;1;5;7;2;13;1;4.0;1;5;1;1.0;3;2
24474;1;5;3;4;20;1;7.0;1;5;1;1.0;3;2
18195;1;6;4;4;14;13;1.0;4;7;4;1.0;3;2
386;0;10;6;4;16;7;7.0;2;2;1;2.0;3;2
12704;0;3;3;4;16;11;4.0;4;8;1;1.0;3;2
22361;1;4;6;3;1;1;8.0;1;9;1;1.0;3;2
16394;0;6;6;4;24;13;4.0;1;11;1;3.0;3;2
19967;0;10;6;4;4;13;2.0;1;7;1;3.0;3;2
1364;0;3;1;4;4;13;4.0;1;9;1;3.0;3;5
8173;1;9;7;3;15;13;2.0;4;3;8;1.0;3;2
1004;1;9;7;3;19;1;7.0;1;2;1;3.0;3;3
7996;1;7;5;4;17;13;7.0;4;7;2;1.0;5;2
18841;0;8;6;2;17;7;7.0;1;11;1;3.0;3;2
8972;1;8;5;4;16;13;10.0;3;7;2;3.0;3;2
16896;1;11;4;4;21;13;2.0;1;6;1;3.0;3;2
1188;0;9;5;4;21;13;7.0;4;6;2;3.0;4;3
15653;1;7;1;4;15;13;4.0;4;8;8;2.0;5;5
19971;0;4;7;4;22;13;4.0;4;7;2;3.0;3;2
34506;1;7;2;3;7;4;7.0;4;9;2;4.0;6;2
11281;0;7;7;4;11;13;2.0;4;7;1;1.0;4;3
144;0;12;4;4;11;13;2.0;3;4;1;1.0;3;2
16959;0;6;1;4;13;13;2.0;2;10;2;1.0;3;3
15785;0;4;1;3;15;11;8.0;4;12;2;1.0;5;2
16897;0;3;5;4;5;13;4.0;1;6;1;3.0;3;2
14703;1;6;7;4;18;12;7.0;6;9;1;1.0;3;2
6034;1;10;6;4;12;13;7.0;4;3;2;1.0;3;4
3831;0;4;1;4;18;11;8.0;4;3;2;2.0;4;5
3895;1;8;1;4;24;13;8.0;1;6;8;3.0;3;2
11478;0;6;1;4;20;13;7.0;2;10;1;3.0;4;4
12706;1;10;6;4;18;13;7.0;4;8;2;3.0;3;2
23786;1;7;3;2;18;13;7.0;2;6;1;3.0;3;4
26467;1;8;4;4;8;13;7.0;4;8;2;2.0;3;2
7621;1;9;3;4;5;13;8.0;1;7;1;1.0;3;2
16973;0;4;6;4;15;13;2.0;4;4;2;1.0;3;2
11473;1;5;5;4;21;13;4.0;4;11;2;1.0;4;3
13761;1;7;2;4;2;1;4.0;1;7;1;3.0;3;2
653;0;4;1;4;22;13;2.0;2;10;1;2.0;7;4
6380;1;9;7;4;13;13;7.0;4;11;2;1.0;4;3
30116;0;7;2;2;5;13;7.0;4;6;2;4.0;3;3
15498;0;6;6;3;23;1;10.0;1;4;1;2.0;7;4
11777;1;6;1;4;1;13;7.0;1;7;1;3.0;5;4
16912;0;8;5;4;17;13;7.0;3;7;1;3.0;3;2
19100;1;4;6;4;17;1;7.0;1;8;1;2.0;3;2
19530;1;9;7;2;21;13;2.0;4;10;2;3.0;3;2
13105;0;3;2;4;14;1;10.0;1;11;1;1.0;5;3
10891;0;4;7;4;19;10;7.0;4;8;1;3.0;3;2
7303;0;6;1;4;1;21;4.0;5;6;1;1.0;4;4
14963;0;4;7;4;22;13;4.0;4;7;2;3.0;3;2
28807;0;7;6;4;12;7;2.0;2;8;5;1.0;2;7
20837;1;7;4;2;22;13;7.0;2;4;4;1.0;5;2
1093;0;3;5;4;23;13;10.0;2;4;1;1.0;4;4
6307;1;4;1;4;19;13;4.0;4;3;8;3.0;3;2
4998;0;7;3;4;8;1;7.0;1;7;8;3.0;3;2
17203;1;4;1;3;11;13;8.0;4;11;2;1.0;3;3
24021;1;6;2;1;18;10;7.0;1;5;1;1.0;3;2
35869;0;11;5;4;15;1;7.0;4;2;2;1.0;3;2
10644;1;3;6;3;22;1;4.0;1;9;8;2.0;3;2
2237;1;8;3;4;14;13;10.0;4;5;4;2.0;3;2
16140;1;7;2;4;16;13;4.0;4;3;2;3.0;3;2
9397;1;8;7;2;11;1;7.0;1;4;1;1.0;5;2
20713;0;10;5;2;22;18;7.0;4;6;8;2.0;3;2
13408;0;5;7;3;3;13;7.0;2;8;1;3.0;3;2
36214;1;8;2;4;14;23;4.0;5;4;1;3.0;3;4
2231;0;8;7;4;20;13;10.0;3;5;1;2.0;3;2
15483;0;8;1;4;14;13;7.0;3;4;1;1.0;3;2
7427;0;10;1;4;12;13;7.0;2;8;3;2.0;3;2
4836;0;4;6;4;15;13;4.0;4;8;2;1.0;5;5
24980;0;2;2;4;8;1;2.0;1;4;3;1.0;3;2
11331;0;6;3;4;7;13;2.0;1;9;1;1.0;3;2
24628;1;4;1;4;17;13;2.0;4;5;1;3.0;5;2
30506;0;7;3;2;18;1;7.0;1;6;1;4.0;4;4
29448;1;7;6;3;18;18;7.0;7;8;1;4.0;4;4
1511;1;7;6;4;20;13;4.0;1;5;1;1.0;3;4
19070;1;10;1;4;16;12;7.0;4;7;1;1.0;3;2
16487;0;6;1;4;20;13;7.0;2;10;1;3.0;4;4
21069;0;6;5;4;12;1;8.0;1;4;8;3.0;3;2
12234;0;6;4;4;3;13;7.0;1;9;2;2.0;3;2
3376;0;8;6;4;1;13;7.0;3;7;12;3.0;5;4
13590;0;9;6;2;16;1;8.0;1;3;1;1.0;3;3
2706;0;8;6;3;16;13;10.0;1;2;1;1.0;3;2
19033;0;7;1;4;16;1;10.0;1;5;1;1.0;3;4
27393;0;5;6;3;12;1;2.0;1;4;1;2.0;3;2
17500;1;10;4;4;10;13;2.0;4;7;1;2.0;3;2
27179;0;8;1;4;17;13;7.0;4;3;2;2.0;3;4
13299;1;10;1;4;18;4;10.0;1;4;1;1.0;3;2
23972;0;9;3;4;12;13;7.0;2;9;1;1.0;6;4
1077;1;4;7;4;14;13;4.0;2;3;2;3.0;3;2
2827;1;6;2;3;20;13;2.0;1;8;1;1.0;3;3
30791;0;5;5;2;7;18;7.0;5;9;1;3.0;5;4
17166;0;7;2;3;12;7;7.0;7;5;2;1.0;3;2
5503;0;10;4;4;10;1;10.0;1;5;1;2.0;3;2
13410;0;6;6;4;23;13;4.0;1;8;1;3.0;5;2
13558;1;7;6;4;16;13;10.0;1;10;1;3.0;3;2
581;0;12;7;3;15;13;2.0;1;7;1;1.0;2;3
23657;0;7;5;2;9;4;7.0;5;2;1;1.0;7;4
2373;0;7;3;4;6;13;2.0;1;7;1;2.0;3;2
406;0;4;5;4;23;15;4.0;1;3;1;2.0;3;5
10628;1;6;1;4;1;13;4.0;2;8;1;2.0;6;4
19119;0;8;6;4;24;1;7.0;1;11;1;2.0;3;2
23842;0;4;1;2;2;13;2.0;1;6;1;2.0;3;2
18970;1;3;7;4;24;7;4.0;2;10;1;3.0;3;2
28676;0;3;4;2;24;13;4.0;4;6;2;1.0;5;5
16104;1;4;7;4;14;13;4.0;2;3;2;3.0;3;2
31755;0;10;5;2;6;4;2.0;4;9;2;4.0;2;4
34806;1;8;1;4;17;1;7.0;1;5;1;1.0;5;4
18638;0;8;5;4;5;13;8.0;4;2;1;1.0;5;3
18356;1;6;6;4;22;13;7.0;1;7;1;3.0;3;2
8504;1;5;5;4;17;13;10.0;4;4;2;3.0;5;3
20877;0;6;1;3;13;1;10.0;1;7;1;1.0;3;2
30988;0;3;3;3;22;7;10.0;2;6;3;3.0;3;2
3202;1;7;6;4;15;12;7.0;6;6;1;1.0;3;2
15466;0;4;3;4;9;1;2.0;1;5;2;2.0;3;3
17122;0;10;4;3;17;13;7.0;4;9;8;1.0;5;2
8014;1;6;2;4;20;13;2.0;4;7;2;1.0;5;2
26705;0;4;6;3;8;1;7.0;1;5;3;2.0;4;4
31259;0;10;4;3;16;3;8.0;5;4;1;4.0;3;2
19612;0;8;5;4;17;13;7.0;3;10;1;2.0;3;2
22405;1;4;2;4;12;2;2.0;4;12;8;1.0;4;3
28414;0;4;6;2;12;1;6.0;1;4;1;1.0;3;3
6823;1;3;3;4;20;15;4.0;1;10;1;1.0;3;2
21658;0;4;3;4;17;13;4.0;4;9;2;2.0;5;2
20628;1;5;1;3;8;1;6.0;1;10;1;1.0;2;6
11749;1;9;2;4;23;3;7.0;1;8;2;3.0;3;4
870;1;9;4;4;11;1;7.0;1;8;1;3.0;3;2
30845;0;7;1;1;20;1;7.0;1;9;8;1.0;1;1
2589;0;7;1;4;16;7;7.0;2;5;1;2.0;6;4
26148;0;4;1;4;14;1;4.0;1;1;1;1.0;3;2
6949;0;5;7;4;19;13;10.0;4;11;2;2.0;4;2
1037;1;8;1;4;21;12;7.0;4;4;2;3.0;6;5
11551;0;7;4;4;6;13;2.0;1;6;1;1.0;3;2
34241;0;5;4;2;21;21;8.0;4;6;3;3.0;3;2
8253;0;7;3;3;18;10;7.0;6;10;1;1.0;3;2
33575;0;11;5;4;12;1;2.0;1;3;1;3.0;6;5
29989;1;9;5;4;14;13;7.0;1;3;1;4.0;4;2
19535;0;9;5;2;21;13;7.0;2;10;1;3.0;5;2
31433;1;2;7;4;24;13;8.0;4;6;8;1.0;3;3
10766;0;3;6;4;22;15;2.0;1;11;3;1.0;3;2
11227;1;10;2;4;9;13;8.0;3;4;2;3.0;3;2
10248;1;4;7;4;12;15;2.0;1;9;1;3.0;5;4
22659;1;4;3;3;12;13;7.0;4;8;2;2.0;5;2
25126;1;9;2;4;17;11;3.0;1;11;1;1.0;3;2
5302;1;9;7;4;16;13;7.0;4;6;1;2.0;5;3
14746;1;6;1;4;11;13;10.0;3;7;1;1.0;4;2
33908;1;4;1;4;21;13;8.0;4;9;2;4.0;5;2
8979;0;8;6;2;17;7;7.0;2;8;2;3.0;3;2
23026;0;3;3;3;14;1;4.0;1;9;3;2.0;3;2
166;1;7;7;4;13;1;7.0;1;5;1;3.0;8;4
29797;1;3;7;2;10;13;2.0;2;4;1;1.0;3;2
19106;1;8;5;4;17;10;8.0;5;9;2;1.0;3;3
7357;0;5;7;4;16;13;4.0;4;5;2;2.0;5;5
34352;0;8;6;2;18;1;7.0;1;8;2;4.0;6;2
8382;0;5;4;4;20;11;7.0;1;8;1;3.0;3;2
1376;1;8;6;4;14;13;3.0;4;10;2;3.0;3;2
28582;0;8;6;3;21;13;7.0;1;8;1;3.0;3;2
2011;1;3;3;4;15;13;4.0;4;7;2;3.0;3;2
36327;0;8;4;3;17;13;10.0;2;8;3;1.0;4;5
28457;0;3;7;2;22;10;8.0;6;6;2;1.0;3;2
36096;1;12;5;4;15;13;1.0;4;9;2;4.0;7;3
238;1;11;4;4;9;1;7.0;1;10;1;1.0;3;2
17776;1;7;1;4;19;13;7.0;1;7;2;3.0;3;2
29740;0;7;1;4;2;1;7.0;1;6;3;1.0;3;2
27171;0;8;6;2;16;1;7.0;1;12;1;3.0;3;3
13712;0;5;7;4;24;16;10.0;1;6;1;1.0;3;2
18359;1;9;7;3;18;4;10.0;1;7;1;3.0;3;3
10110;1;9;7;4;19;13;3.0;4;6;1;1.0;3;2
13349;1;6;2;3;21;13;4.0;1;7;3;3.0;3;2
6670;0;9;1;4;2;13;2.0;1;9;1;3.0;3;4
310;1;3;3;3;24;2;8.0;1;8;1;3.0;3;4
31674;0;9;5;4;5;13;7.0;4;6;1;4.0;4;4
27748;1;8;6;4;7;13;2.0;1;6;1;2.0;3;2
8364;1;11;1;2;20;2;10.0;6;7;1;3.0;3;2
22679;0;7;6;2;19;22;6.0;5;2;1;3.0;4;4
2918;1;9;2;4;18;13;7.0;3;5;1;1.0;3;2
10862;0;8;1;2;22;1;7.0;1;7;1;3.0;3;2
18130;0;8;1;4;16;13;10.0;1;2;1;1.0;3;2
3098;1;7;6;4;17;13;2.0;4;1;2;1.0;4;3
32762;0;3;7;4;20;13;4.0;4;5;8;1.0;3;3
18658;1;8;7;4;11;1;3.0;1;5;1;2.0;3;3
12068;1;12;7;2;18;1;2.0;1;5;5;1.0;2;7
20914;0;9;7;4;20;1;7.0;1;9;3;1.0;3;2
34702;0;4;3;4;8;13;4.0;2;5;1;4.0;7;4
30891;0;7;1;4;12;1;4.0;1;3;3;3.0;3;2
16822;1;4;3;4;16;1;8.0;1;9;1;3.0;3;2
32218;0;3;1;4;20;13;4.0;4;9;2;4.0;5;2
20387;0;9;5;4;13;13;7.0;2;6;3;2.0;3;4
13224;1;8;3;4;18;13;7.0;4;8;2;1.0;3;3
10757;1;8;6;4;15;13;8.0;4;12;2;2.0;4;3
9687;1;6;5;4;17;1;2.0;1;5;1;1.0;3;2
1990;1;7;7;4;19;13;7.0;2;1;3;3.0;3;3
5880;1;11;7;2;12;1;7.0;1;8;8;3.0;3;2
16254;1;8;5;4;15;13;7.0;3;5;2;3.0;3;2
5260;0;7;7;4;13;7;10.0;2;11;1;3.0;5;5
6450;0;6;4;4;17;13;4.0;4;10;2;3.0;4;3
2625;0;8;5;4;13;1;2.0;1;9;1;1.0;3;2
895;0;8;3;4;17;13;8.0;3;3;1;1.0;3;2
31181;1;8;1;4;17;13;2.0;1;10;1;1.0;3;2
23403;0;9;1;2;16;13;4.0;4;5;8;2.0;5;5
6381;1;8;7;4;24;4;2.0;4;11;2;3.0;3;3
774;0;6;4;4;18;13;7.0;4;11;2;2.0;4;3
7615;1;8;5;4;12;1;7.0;1;7;5;1.0;3;7
367;1;5;3;4;5;13;10.0;2;2;1;1.0;4;4
17591;0;9;4;4;18;10;10.0;4;10;2;1.0;3;3
1938;1;7;7;4;18;13;8.0;1;10;1;1.0;3;2
13970;0;3;7;4;1;7;2.0;2;10;1;3.0;3;3
35820;0;9;7;4;11;13;7.0;2;10;1;3.0;4;4
7398;1;9;6;2;10;13;7.0;2;8;12;2.0;4;4
32776;1;5;7;4;22;13;4.0;4;6;2;4.0;5;2
1298;1;4;1;4;19;13;4.0;4;3;8;3.0;3;2
3172;0;8;3;4;7;13;7.0;3;7;1;1.0;3;2
8078;0;9;1;4;13;13;7.0;4;10;2;1.0;4;2
17109;1;5;6;4;17;13;4.0;1;8;1;3.0;3;2
267;1;5;1;4;17;13;7.0;4;2;8;3.0;5;2
11004;0;11;6;4;19;13;7.0;1;2;1;3.0;3;3
751;0;4;2;4;23;13;2.0;4;11;2;1.0;3;2
15372;0;7;5;4;18;13;7.0;4;1;2;2.0;5;5
10459;0;8;5;4;4;21;10.0;4;5;2;2.0;5;6
22339;0;12;7;3;8;13;2.0;2;7;8;1.0;3;4
450;1;3;7;4;16;1;8.0;1;4;1;2.0;4;4
10552;1;9;6;4;6;18;2.0;4;7;1;1.0;3;2
3595;1;8;6;3;12;15;7.0;1;6;1;1.0;3;4
9690;1;6;7;4;17;1;7.0;1;8;1;2.0;3;2
17475;1;6;6;4;15;13;2.0;3;8;8;2.0;7;5
12447;0;8;3;4;20;13;3.0;1;9;1;2.0;3;2
20876;0;6;6;1;13;1;7.0;1;7;8;1.0;5;3
12176;0;7;5;3;22;13;3.0;4;8;2;1.0;3;2
8816;0;8;5;4;15;13;10.0;4;10;2;2.0;3;2
34315;1;3;6;4;6;1;2.0;1;5;1;4.0;4;3
27861;1;4;1;3;20;13;10.0;1;6;1;2.0;3;3
16751;1;9;7;4;20;13;7.0;4;7;2;3.0;3;2
35702;0;3;7;4;18;1;10.0;1;4;1;1.0;6;4
6270;0;3;2;4;24;13;2.0;4;8;8;1.0;5;5
24333;1;3;6;3;22;12;10.0;4;8;8;3.0;5;2
30819;0;3;6;4;17;15;2.0;1;6;1;1.0;3;2
32448;0;4;1;2;18;12;10.0;5;6;1;4.0;5;2
10358;0;4;3;4;14;13;7.0;2;1;3;2.0;3;2
15427;0;4;6;4;3;13;10.0;2;3;1;2.0;8;4
20472;0;10;1;2;17;13;7.0;2;7;3;2.0;5;2
213;1;4;4;4;22;13;4.0;4;8;2;1.0;5;5
15383;0;6;2;4;10;13;1.0;3;1;3;1.0;3;2
1708;1;7;7;4;20;13;7.0;1;6;1;3.0;3;2
3774;0;4;3;4;17;12;4.0;6;8;1;1.0;3;2
12632;1;10;6;4;11;13;7.0;3;8;2;1.0;3;5
31923;0;5;3;4;12;1;7.0;1;8;3;3.0;5;5
19764;0;5;1;4;18;13;4.0;1;7;1;1.0;3;2
2621;0;10;4;4;17;1;7.0;1;8;1;1.0;3;2
6950;0;5;4;4;24;13;1.0;1;10;3;3.0;3;2
30687;1;7;7;4;15;13;7.0;2;5;8;3.0;3;2
1850;0;5;1;4;18;13;7.0;1;5;1;3.0;3;2
13969;0;8;5;4;19;13;7.0;3;11;1;3.0;3;2
34663;0;9;4;4;14;13;2.0;2;10;1;4.0;4;4
